ID,Type,CISD1,HSBP1,PGD,GSS,GCLM,PEBP1,CS
GSM1539234_treat,Tumor,7.814427,8.355488,10.977781,7.344958,7.145618,7.912958,8.804542
GSM1539235_treat,Tumor,8.265081,9.082148,10.307793,7.428292,7.651738,8.003837,8.778805
GSM1539236_treat,Tumor,8.136205,8.953426,11.21112,7.422192,7.286588,8.180693,8.697802
GSM1539237_treat,Tumor,7.973675,8.837592,11.161385,7.288293,7.309217,8.159195,8.469671
GSM1539238_treat,Tumor,7.742645,8.651401,10.583017,7.317539,7.438233,8.010851,8.563695
GSM1539239_treat,Tumor,8.156229,8.591471,10.782587,7.432316,7.354535,7.901322,8.655601
GSM1539240_treat,Tumor,7.747844,8.525836,10.791719,7.459249,7.347953,8.238513,8.586518
GSM1539241_treat,Tumor,7.850671,8.49162,10.942106,7.495554,7.209601,7.992023,8.73558
GSM1539242_treat,Tumor,7.976007,8.532774,11.043143,7.228698,7.331865,8.162174,8.619766
GSM1539243_treat,Tumor,7.837934,8.624427,10.605092,7.477742,7.187572,8.104686,8.734999
GSM1539244_treat,Tumor,7.661322,8.326228,11.161385,7.53833,7.126895,8.165807,8.81959
GSM1539245_treat,Tumor,8.552528,9.164827,10.307793,7.184448,7.553825,7.729458,8.305607
GSM1539246_treat,Tumor,8.312448,8.67745,10.94691,7.121935,7.403017,7.929977,8.606621
GSM1539247_treat,Tumor,7.908136,8.518298,10.433795,7.468757,7.168025,8.480435,8.781335
GSM1539248_treat,Tumor,8.169337,8.903763,10.927157,7.414643,7.204585,8.209527,8.556596
GSM1539249_treat,Tumor,8.491338,8.931465,10.457173,7.12929,7.237327,7.920997,8.366736
GSM1539250_treat,Tumor,8.135775,8.43987,10.732338,7.404804,7.180757,8.13249,8.725057
GSM1539251_treat,Tumor,8.471796,8.635476,10.952207,7.540139,7.280498,8.175102,8.709434
GSM1539252_treat,Tumor,8.126504,8.378916,10.477404,7.324526,7.354359,8.363584,8.726794
GSM1539253_treat,Tumor,8.344767,8.535838,10.447076,7.180302,7.287357,8.455827,8.469192
GSM1539254_treat,Tumor,8.109373,8.594797,10.357095,7.23948,7.226665,8.501,8.508197
GSM1539255_treat,Tumor,8.696822,8.661427,9.912914,7.137103,7.446414,8.731601,8.292719
GSM1539256_treat,Tumor,8.432234,8.837592,9.726962,7.131649,7.406586,8.825867,8.351832
GSM1539257_treat,Tumor,7.785278,8.741006,11.071314,7.313337,7.342034,7.840957,8.529808
GSM1539258_treat,Tumor,7.805233,8.448674,11.289128,7.507672,7.366911,8.255887,8.799567
GSM1539259_treat,Tumor,8.024889,8.672442,10.765617,7.386506,7.203893,8.63981,8.491095
GSM1539260_treat,Tumor,7.932178,8.428318,10.753163,7.301451,7.313167,8.458835,8.676829
GSM1539261_treat,Tumor,7.903368,8.338749,10.659569,7.461354,7.328465,8.527336,8.668981
GSM1539262_treat,Tumor,8.113062,8.520785,10.651336,7.232952,7.241628,8.370738,8.69724
GSM1539263_treat,Tumor,7.812433,8.602243,10.893599,7.586439,7.356131,7.851035,8.883189
GSM1539264_treat,Tumor,7.599117,8.53522,11.142451,7.494181,7.300597,8.000616,8.871456
GSM1539265_treat,Tumor,8.206649,9.074746,10.284895,7.325405,7.405261,7.950981,8.543817
GSM1539266_treat,Tumor,8.178525,8.681665,10.250296,7.597737,7.367269,8.020497,8.774562
GSM1539267_treat,Tumor,8.312448,9.337438,10.855567,7.486675,7.498897,7.772066,8.513136
GSM1539268_treat,Tumor,8.195651,9.022007,10.545639,7.518591,7.259806,7.889378,8.758306
GSM1539269_treat,Tumor,8.26866,8.703309,11.484231,7.497187,7.677412,8.042931,8.684955
GSM1539270_treat,Tumor,8.530231,8.938638,10.898621,7.470559,7.398825,7.767381,8.768474
GSM1539271_treat,Tumor,8.082816,8.853388,10.740661,7.302483,7.628717,7.658101,8.476944
GSM1539272_treat,Tumor,8.059204,8.761169,10.761508,7.461068,7.344453,7.876838,8.694977
GSM1539273_treat,Tumor,8.019255,8.949724,10.344457,7.241765,7.463489,8.019556,8.66787
GSM1539274_treat,Tumor,8.216172,8.765101,10.691192,7.632884,7.45814,8.08248,8.990999
GSM1539275_treat,Tumor,8.126948,8.889856,11.136455,7.265403,7.51137,7.65904,8.579716
GSM1539276_treat,Tumor,7.858559,8.649972,11.308958,7.679136,7.424088,7.656945,8.865683
GSM1539277_treat,Tumor,8.035152,8.548037,10.287896,7.237773,7.365119,7.738287,8.542854
GSM1539278_treat,Tumor,7.780895,8.515294,10.922535,7.278228,7.40378,7.803576,8.671833
GSM1539279_treat,Tumor,7.837271,8.510907,10.501995,7.650384,7.550473,8.171747,8.604471
GSM1539280_treat,Tumor,8.098902,8.406148,10.612823,7.369004,7.309854,8.222926,8.767275
GSM1539281_treat,Tumor,8.119824,8.808578,10.942106,7.465582,7.309217,7.960501,8.780722
GSM1539282_treat,Tumor,7.99396,8.685915,10.305015,7.386755,7.250627,8.347728,8.86114
GSM1539283_treat,Tumor,8.620856,9.13854,10.079523,7.568904,7.291447,8.051847,8.696128
GSM1539284_treat,Tumor,7.988064,8.811014,10.841481,7.319509,7.410752,7.981073,8.596
GSM1539285_treat,Tumor,8.048399,8.575774,10.836639,7.339404,7.3455,8.090124,8.675175
GSM1539286_treat,Tumor,8.094469,8.926097,10.874692,7.20283,7.387154,7.642074,8.297635
GSM1539287_treat,Tumor,8.266091,8.759616,10.983223,7.370172,7.367988,7.776849,8.7946
GSM1539288_treat,Tumor,8.301372,8.807727,10.850891,7.596523,7.393423,7.963581,8.732085
GSM1539289_treat,Tumor,8.586621,8.733435,9.343742,7.48523,7.426664,8.286219,8.775201
GSM1539290_treat,Tumor,8.285108,8.51773,10.284895,7.396596,7.217652,8.216222,8.865033
GSM1539291_treat,Tumor,7.987665,8.345607,11.026624,7.313539,7.324126,8.23051,8.703016
GSM1539292_treat,Tumor,7.746329,8.529706,11.185663,7.299406,7.266969,7.960501,8.597645
GSM1539293_treat,Tumor,8.041412,8.514679,11.026624,7.454021,7.323424,7.912004,8.530297
GSM1539294_treat,Tumor,8.206649,8.863514,10.450516,7.132267,7.416377,8.2136,8.344885
GSM1539295_treat,Tumor,7.970106,8.328949,11.106945,7.284778,7.402827,8.00691,8.803916
GSM1539296_treat,Tumor,7.820356,8.501581,10.498606,7.565282,7.282054,8.375936,8.866934
GSM1539297_treat,Tumor,7.533268,8.596771,11.060125,7.16911,7.242791,7.797897,8.760675
GSM1539298_treat,Tumor,8.003135,8.644542,10.702873,7.325203,7.295732,8.135611,8.86176
GSM1539299_treat,Tumor,8.155314,8.655648,11.037605,7.440508,7.207312,8.081758,8.692669
GSM1539300_treat,Tumor,8.183252,8.663689,10.457173,7.265026,7.275407,8.213308,8.463432
GSM1539301_treat,Tumor,8.123333,8.547373,10.773937,7.332142,7.327627,8.263957,8.598186
GSM1539302_treat,Tumor,8.024507,8.451511,10.711061,7.483616,7.310532,8.234958,8.738988
GSM1539303_treat,Tumor,7.700701,8.237264,10.983223,7.514915,7.246531,8.747267,8.8495
GSM1539304_treat,Tumor,7.984959,8.403912,11.112852,7.313953,7.233237,8.398818,8.658892
GSM1539305_treat,Tumor,8.254041,8.438707,11.04869,7.304343,7.264845,8.293714,8.631184
GSM1539306_treat,Tumor,7.851316,8.718258,11.071314,7.170125,7.255058,8.108208,8.489636
GSM1539307_treat,Tumor,7.968214,8.442248,10.917823,7.364509,7.251352,8.370042,8.665052
GSM1539308_treat,Tumor,8.479947,8.628584,9.967408,7.378753,7.256996,8.327642,8.433749
GSM1539309_treat,Tumor,8.561249,8.54098,10.450516,7.231704,7.180249,8.591143,8.500867
GSM1539310_treat,Tumor,8.006398,8.200652,10.691192,7.397081,7.324294,8.224947,8.778805
GSM1539311_treat,Tumor,8.674056,9.026955,10.307793,7.360379,7.316342,7.960909,8.601838
GSM1539312_treat,Tumor,7.771407,8.624427,10.757189,7.475626,7.608626,7.804661,8.930644
GSM1539313_treat,Tumor,7.820693,8.738748,11.507391,7.451467,7.461848,7.776423,8.787961
GSM1539314_treat,Tumor,8.285108,8.765944,10.748938,7.516326,7.375056,8.053029,8.879209
GSM1539315_treat,Tumor,8.242561,8.671056,10.846039,7.454546,7.376462,8.127604,8.665632
GSM1539316_treat,Tumor,8.114914,8.855033,11.161385,7.594096,7.340142,7.858306,9.017245
GSM1539317_treat,Tumor,7.920952,8.643822,10.922535,7.516595,7.233512,7.957519,8.798968
GSM1539318_treat,Tumor,7.392273,8.661427,11.476584,7.327334,7.360349,7.645682,8.75527
GSM1539319_treat,Tumor,7.879386,8.80202,11.198566,7.606394,7.331523,7.782519,8.833239
GSM1539320_treat,Tumor,8.337132,8.613014,10.663601,7.592551,7.526292,7.996783,8.740722
GSM1539321_treat,Tumor,7.909622,8.157462,11.112852,7.393512,7.200338,8.145332,8.783718
GSM1539322_treat,Tumor,8.100609,8.502167,10.850891,7.437424,7.335275,8.085182,8.707676
GSM1539323_treat,Tumor,7.94202,8.549286,10.827732,7.560188,7.351071,7.980223,8.821417
GSM1539324_treat,Tumor,7.898023,8.714449,9.978613,7.29077,7.316342,8.018209,8.584417
GSM1539325_treat,Tumor,7.787513,8.606279,10.635568,7.294884,7.246243,7.902981,8.867559
GSM1539326_treat,Tumor,8.056747,8.510907,10.675192,7.596208,7.258331,7.792664,8.883189
GSM1539327_treat,Tumor,7.848952,8.463186,10.855567,7.2674,7.449568,7.925729,8.602346
GSM1539328_treat,Tumor,7.592849,8.185223,10.809503,7.526679,7.279723,8.210114,8.959386
GSM1539329_treat,Tumor,7.728336,8.546059,11.371294,7.478516,7.286896,7.698485,8.846869
GSM1539330_treat,Tumor,7.871071,8.429506,10.765617,7.6183,7.235224,8.241453,8.825719
GSM1539080_treat,Tumor,8.000326,8.274352,10.850891,7.471644,7.24916,8.28935,8.748312
GSM1539081_treat,Tumor,7.967467,9.137537,10.922535,7.498587,7.196223,7.655212,8.579184
GSM1539082_treat,Tumor,8.005995,8.551209,10.279162,7.505175,7.299142,8.318436,8.761899
GSM1539083_treat,Tumor,7.816163,8.452092,10.898621,7.742642,7.243366,7.905527,8.84436
GSM1539084_treat,Tumor,7.780279,8.265054,10.962192,7.507107,7.083808,8.144816,8.869496
GSM1539085_treat,Tumor,7.793014,8.517153,10.865301,7.502657,7.310027,8.215035,8.961571
GSM1539086_treat,Tumor,8.101893,8.406681,10.818603,7.412396,7.397883,8.054208,9.020202
GSM1539087_treat,Tumor,7.954968,8.820929,10.983223,7.590722,7.379187,7.560657,8.86176
GSM1539088_treat,Tumor,8.021616,8.509017,10.796025,7.576739,7.340673,7.98504,8.876555
GSM1539089_treat,Tumor,8.046747,8.737227,10.024315,7.382515,7.302403,8.05875,8.700706
GSM1539090_treat,Tumor,7.950827,8.736499,10.865301,7.372729,7.196494,7.888291,8.733845
GSM1539091_treat,Tumor,8.228625,8.548677,10.695094,7.493918,7.31617,8.092368,8.772792
GSM1539092_treat,Tumor,8.31731,8.634064,10.932116,7.426247,7.355073,7.867057,8.545382
GSM1539093_treat,Tumor,8.674833,8.923426,10.232871,7.43281,7.171264,7.950401,8.641891
GSM1539094_treat,Tumor,8.085408,8.68947,10.609198,7.345616,7.304449,8.095731,8.571859
GSM1539095_treat,Tumor,7.987289,8.801238,10.264543,7.546762,7.293973,7.843271,8.883189
GSM1539096_treat,Tumor,8.273682,8.436978,10.913153,7.674312,7.378999,8.321768,8.825116
GSM1539097_treat,Tumor,8.173413,8.680196,10.235847,7.48879,7.281146,7.81142,8.912718
GSM1539098_treat,Tumor,8.239985,8.778687,10.765617,7.41791,7.391965,7.98504,8.549931
GSM1539099_treat,Tumor,8.008394,8.619047,10.972527,7.411644,7.38341,7.954915,8.754722
GSM1539100_treat,Tumor,7.637737,8.329973,11.237347,7.460322,7.300947,8.153252,8.717477
GSM1539101_treat,Tumor,8.220964,8.530942,10.401653,7.291796,7.36425,8.303992,8.494496
GSM1539102_treat,Tumor,7.960946,8.191953,10.827732,7.505447,7.348461,8.329602,8.910668
GSM1539103_treat,Tumor,8.031419,8.459141,10.385615,7.480382,7.46583,8.155679,8.7448
GSM1539104_treat,Tumor,7.657409,8.35757,10.836639,7.497465,7.232117,8.125308,8.834538
GSM1539105_treat,Tumor,7.884437,8.420367,10.470539,7.341652,7.231264,8.377011,8.865683
GSM1539106_treat,Tumor,7.839888,8.625118,11.032086,7.369004,7.400519,7.943557,8.938302
GSM1539107_treat,Tumor,7.965175,8.637515,10.597827,7.408675,7.291291,8.02816,8.748857
GSM1539108_treat,Tumor,7.862662,8.472095,10.773937,7.397081,7.350735,8.391725,8.688182
GSM1539109_treat,Tumor,7.974449,8.829297,11.112852,7.322363,7.431596,7.746293,8.786152
GSM1539110_treat,Tumor,7.843923,8.490391,10.967495,7.325822,7.402447,8.441702,8.693839
GSM1539111_treat,Tumor,7.925609,8.609664,10.647455,7.625582,7.3823,7.831098,8.8495
GSM1539112_treat,Tumor,8.404882,8.695987,10.683198,7.41616,7.252224,8.039241,8.586518
GSM1539113_treat,Tumor,8.375251,8.690164,9.899325,7.20731,7.365119,8.350024,8.280546
GSM1539114_treat,Tumor,7.717322,8.761169,11.572539,7.390109,7.458986,7.493031,8.86114
GSM1539115_treat,Tumor,7.953441,8.615625,10.187274,7.665609,7.426865,8.065686,8.933433
GSM1539116_treat,Tumor,7.70565,8.37136,10.917823,7.324313,7.196756,8.316512,8.623067
GSM1539117_treat,Tumor,7.90737,8.610359,10.695094,7.361969,7.309055,8.13405,8.624146
GSM1539118_treat,Tumor,8.30035,9.028997,10.48432,7.186034,7.434812,7.704005,8.778169
GSM1539368_treat,Tumor,7.922069,8.537789,10.81412,7.232952,7.192652,8.193183,8.480308
GSM1539369_treat,Tumor,7.750208,8.518298,10.865301,7.414407,7.231829,8.050626,8.725057
GSM1539370_treat,Tumor,8.019255,8.846007,10.769603,7.229821,7.262034,8.253392,8.572415
GSM1539371_treat,Tumor,7.789106,8.636146,11.060125,7.341412,7.24873,8.071477,8.721522
GSM1539372_treat,Tumor,7.664429,8.330554,10.977781,7.438973,7.325279,8.186656,8.773953
GSM1539373_treat,Tumor,7.917608,8.511548,10.999319,7.488265,7.213678,8.192089,8.870801
GSM1539374_treat,Tumor,8.102353,8.640226,10.643384,7.573164,7.253708,7.878242,8.535269
GSM1539375_treat,Tumor,7.747247,8.611716,10.643384,7.404804,7.325116,7.876493,8.745399
GSM1539376_treat,Tumor,7.914691,8.702554,10.706952,7.258434,7.27495,7.940458,8.714647
GSM1539377_treat,Tumor,7.876478,8.314131,10.523411,7.512703,7.403593,8.210387,8.892433
GSM1539378_treat,Tumor,8.201324,8.641618,10.594107,7.271366,7.269865,8.006468,8.54034
GSM1539379_treat,Tumor,8.330089,8.313126,10.447076,7.417159,7.272336,8.271613,8.729813
GSM1539380_treat,Tumor,7.879758,8.533412,10.913153,7.491523,7.307414,8.167868,8.743702
GSM1539381_treat,Tumor,8.197966,8.288091,10.48432,7.207847,7.35595,8.655093,8.48767
GSM1539382_treat,Tumor,7.911478,8.328949,10.632054,7.413167,7.185673,8.564293,8.813225
GSM1539383_treat,Tumor,8.025691,8.307479,11.010205,7.354427,7.266684,8.377681,8.750006
GSM1539384_treat,Tumor,8.085408,8.945105,10.683198,7.389865,7.387725,7.824244,8.656703
GSM1539385_treat,Tumor,8.2033,8.809409,10.869951,7.477742,7.32037,7.867405,8.775201
GSM1539386_treat,Tumor,8.175246,8.556375,10.893599,7.630004,7.433999,7.939687,8.752383
GSM1539387_treat,Tumor,8.052982,8.684522,11.148797,7.487493,7.31903,7.88688,8.747702
GSM1539388_treat,Tumor,7.947007,8.867963,11.378937,7.525221,7.315843,7.885412,8.918917
GSM1539389_treat,Tumor,8.659453,9.126551,10.138042,7.500222,7.393982,7.886705,8.582329
GSM1539390_treat,Tumor,8.021616,8.728795,10.495007,7.616334,7.21505,7.805726,8.712281
GSM1539391_treat,Tumor,7.663861,8.698921,11.344153,7.57946,7.363887,7.843271,8.859823
GSM1539392_treat,Tumor,8.091035,8.632676,10.765617,7.630941,7.479915,7.823428,8.835162
GSM1539393_treat,Tumor,8.077258,8.841725,11.275057,7.537445,7.500233,7.76551,8.706503
GSM1539394_treat,Tumor,7.668356,8.555716,11.469257,7.258434,7.422737,7.774314,8.616004
GSM1539395_treat,Tumor,8.13804,9.198117,10.273141,7.367098,7.391618,7.833239,8.603938
GSM1539396_treat,Tumor,8.035567,8.626513,11.155356,7.606394,7.453874,7.838259,8.731504
GSM1539397_treat,Tumor,7.829582,8.571991,10.748938,7.49233,7.478381,8.02095,8.907925
GSM1539398_treat,Tumor,7.867529,8.734981,10.571967,7.503206,7.333744,7.615882,8.828217
GSM1539399_treat,Tumor,8.06926,8.506486,10.398448,7.493371,7.28252,8.189818,8.830713
GSM1539400_treat,Tumor,7.689547,8.61769,10.855567,7.405029,7.238617,8.226129,8.688182
GSM1539401_treat,Tumor,7.896964,8.38162,10.388894,7.542481,7.38697,7.983972,8.879887
GSM1539402_treat,Tumor,8.155314,8.975354,10.643384,7.168599,7.462659,7.936399,8.682048
GSM1539403_treat,Tumor,7.817104,8.508413,11.523422,7.518887,7.276947,7.820471,8.823269
GSM1539404_treat,Tumor,8.392557,8.925236,10.671262,7.377136,7.445599,7.969202,8.6187
GSM1539405_treat,Tumor,7.917241,8.552507,10.549246,7.390109,7.215476,8.139312,8.845581
GSM1539406_treat,Tumor,8.292308,8.840961,10.605092,7.230013,7.246531,8.01466,8.807611
GSM1539407_treat,Tumor,7.725322,8.412862,10.787006,7.409893,7.356472,8.14037,8.916794
GSM1539408_treat,Tumor,8.031419,8.698159,11.322929,7.244834,7.357187,7.968159,8.697802
GSM1539511_treat,Tumor,7.816177,8.498781,11.248896,7.382005,7.242215,8.340545,8.954842
GSM1539512_treat,Tumor,8.554541,8.756732,9.983373,7.459299,7.258387,8.487937,8.564744
GSM1539513_treat,Tumor,7.995791,8.894549,11.207638,7.394498,7.331037,8.075469,8.702286
GSM1539514_treat,Tumor,8.485312,8.679073,10.592606,7.465214,7.316695,8.539328,8.702286
GSM1539515_treat,Tumor,7.623462,8.476637,10.968307,7.116504,7.455345,7.871928,8.667222
GSM1539516_treat,Tumor,8.697402,8.484881,10.167598,7.242538,7.3284,8.42654,8.514022
GSM1539517_treat,Tumor,7.755006,8.232924,10.486563,7.354407,7.378282,8.031791,8.649703
GSM1539518_treat,Tumor,7.69909,8.397425,10.86312,7.467974,7.34416,7.945396,8.791345
GSM1539519_treat,Tumor,7.555709,8.318058,11.444872,7.373807,7.538907,7.603214,8.623061
GSM1539520_treat,Tumor,8.283745,8.337777,10.822631,7.662673,7.389221,8.558829,8.797086
GSM1539521_treat,Tumor,7.686608,8.467887,10.435841,7.559191,7.289228,8.388161,9.021687
GSM1539522_treat,Tumor,7.826448,8.541099,10.83076,7.436304,7.37465,8.318798,8.985137
GSM1539523_treat,Tumor,7.952183,8.539751,10.800607,7.641782,7.257696,8.102138,8.879989
GSM1539524_treat,Tumor,8.02505,8.673343,11.146277,7.308213,7.227195,8.025344,8.801625
GSM1539525_treat,Tumor,8.069454,8.500802,10.98365,7.475171,7.392721,8.251567,8.648026
GSM1539526_treat,Tumor,7.853685,8.357498,10.89755,7.373337,7.412002,8.199215,8.746281
GSM1539527_treat,Tumor,8.299188,8.546853,10.196056,7.404014,7.390881,8.464138,8.644547
GSM1539528_treat,Tumor,8.102973,8.517403,10.657003,7.462885,7.24723,8.156227,8.861908
GSM1539529_treat,Tumor,8.302158,8.811309,10.956543,7.442612,7.119253,7.822183,8.640235
GSM1539530_treat,Tumor,7.926942,8.779467,11.21529,7.292744,7.505655,7.779184,8.507083
GSM1539531_treat,Tumor,7.899408,8.57655,10.386128,7.433533,7.399427,7.842898,8.706786
GSM1539532_treat,Tumor,8.688179,9.191071,10.053665,7.322463,7.257696,7.817625,8.378084
GSM1539533_treat,Tumor,8.298173,8.631517,10.828218,7.490792,7.188076,8.344598,8.854943
GSM1539534_treat,Tumor,8.155564,8.841385,10.754808,7.389,7.393555,8.267052,8.756268
GSM1539535_treat,Tumor,7.859764,8.893778,10.94502,7.32189,7.434193,8.020198,8.759984
GSM1539536_treat,Tumor,7.922323,8.429764,11.539531,7.314781,7.463655,7.933562,8.803448
GSM1539537_treat,Tumor,7.846694,9.157825,11.024712,7.41493,7.331037,8.041657,8.74533
GSM1539538_treat,Tumor,8.280256,8.612271,10.714585,7.320451,7.264089,8.234078,8.728955
GSM1539539_treat,Tumor,7.693479,8.460693,11.283834,7.56024,7.39754,7.802894,8.775628
GSM1539540_treat,Tumor,8.268812,8.408107,11.044009,7.539486,7.416261,8.407803,8.905492
GSM1539541_treat,Tumor,7.553056,8.158571,11.222715,7.148772,7.468176,7.670859,8.701389
GSM1539542_treat,Tumor,8.498025,8.327665,10.638283,7.268539,7.408146,7.883034,8.57665
GSM1539543_treat,Tumor,7.726813,8.429146,10.744027,7.405445,7.236498,8.155495,8.888789
GSM1539544_treat,Tumor,8.825335,9.176092,10.137416,7.436462,7.202037,8.54412,8.549977
GSM1539545_treat,Tumor,7.723755,8.699539,11.283834,7.529696,7.323256,8.255354,8.934759
GSM1539546_treat,Tumor,7.987778,8.55086,11.125087,7.391911,7.395278,8.147877,8.787551
GSM1539547_treat,Tumor,8.018545,8.651318,10.822631,7.524008,7.133794,7.813809,8.784737
GSM1539548_treat,Tumor,7.693479,8.517403,11.027909,7.438007,7.383649,7.766354,8.71914
GSM1539549_treat,Tumor,7.887723,8.641791,10.749181,7.442438,7.240586,8.228866,8.862821
GSM1539550_treat,Tumor,8.159505,8.601186,10.62492,7.423024,7.366377,8.267052,8.638525
GSM1539554_treat,Tumor,8.215981,8.743526,10.633088,7.532589,7.426118,8.005453,8.642072
GSM1539560_treat,Tumor,7.855726,9.043778,10.320969,7.349221,7.179413,8.531605,8.559266
GSM1539562_treat,Tumor,7.990427,8.650689,10.947854,7.453815,7.356127,8.06348,8.748075
GSM1539563_treat,Tumor,7.793235,8.429764,11.405593,7.481606,7.39148,7.918286,8.780195
GSM1539570_treat,Tumor,8.038229,8.762055,10.741387,7.248925,7.345733,8.146499,8.671676
GSM1539571_treat,Tumor,8.254616,9.066285,10.178706,7.398162,7.461188,7.74717,8.290633
GSM1539575_treat,Tumor,7.627153,8.454841,10.447832,7.420896,7.24158,8.272385,8.936745
GSM1539576_treat,Tumor,7.751044,8.918042,10.929581,7.334602,7.266459,7.68238,8.692559
GSM1539577_treat,Tumor,8.158582,8.732242,10.711919,7.384374,7.237132,7.858474,8.72728
GSM1539579_treat,Tumor,7.789015,8.289129,10.99972,7.394021,7.379912,7.998377,8.870602
GSM1539581_treat,Tumor,8.397539,8.616355,10.301575,7.297511,7.342389,8.111888,8.589704
GSM1539582_treat,Tumor,7.678526,8.643876,11.233865,7.483058,7.392504,7.557656,8.863752
GSM1539583_treat,Tumor,8.168249,8.76913,10.320969,7.416712,7.251889,7.774278,8.766354
GSM1539586_treat,Tumor,8.130243,8.983291,10.977538,7.241757,7.290662,8.250021,8.654939
GSM1539587_treat,Tumor,8.127297,8.415365,10.604815,7.401241,7.51483,7.704515,8.786629
GSM1539589_treat,Tumor,7.772974,8.617068,10.920878,7.330262,7.18561,7.690853,8.653137
GSM1539593_treat,Tumor,7.849366,8.484881,11.275913,7.556717,7.236325,8.168952,8.909261
GSM1539599_treat,Tumor,8.136059,8.564515,11.16786,7.46668,7.406243,7.628931,8.61291
GSM1539604_treat,Tumor,8.403613,8.928443,10.074498,7.212336,7.300294,8.551889,8.615542
GSM1539606_treat,Tumor,7.98321,8.732242,11.226555,7.090852,7.430463,7.614821,8.472673
GSM1539613_treat,Tumor,8.555728,8.978712,9.916243,7.349506,7.387754,8.270165,8.474101
GSM1539616_treat,Tumor,8.532404,8.427302,10.471832,7.615102,7.304478,8.515999,8.935768
GSM1539619_treat,Tumor,7.67228,8.110842,11.153671,7.389632,7.441805,7.74717,8.95189
GSM1539623_treat,Tumor,7.813235,8.745648,10.744027,7.437136,7.261861,8.199215,8.63768
GSM1539624_treat,Tumor,8.362207,9.0838,10.771085,7.053669,7.36717,7.823848,8.390972
GSM1539626_treat,Tumor,7.879125,8.747106,10.53111,7.405944,7.368576,8.221462,8.735334
GSM1539627_treat,Tumor,7.908188,8.8905,10.484139,7.457677,7.28977,8.05069,8.797086
GSM1539629_treat,Tumor,8.532967,8.625288,9.865772,7.448027,7.054136,8.549926,8.79977
GSM1539630_treat,Tumor,7.918439,8.496244,10.852207,7.409055,7.274507,8.061476,8.774704
GSM1539632_treat,Tumor,8.761139,8.835964,9.785193,7.450295,7.15812,8.649783,8.442765
GSM1539634_treat,Tumor,8.197156,8.496847,10.847102,7.277685,7.379514,8.167547,8.76915
GSM1539637_treat,Tumor,8.515501,8.968816,10.11162,7.396299,7.26906,8.380404,8.540741
GSM1539641_treat,Tumor,8.179042,8.796519,10.031773,7.465214,7.278355,8.059979,8.536005
GSM1539643_treat,Tumor,8.11843,8.644503,11.287579,7.212456,7.497427,7.935413,8.613777
GSM1539644_treat,Tumor,8.337824,8.530705,10.349859,7.237182,7.363947,8.068857,8.486215
GSM1539646_treat,Tumor,8.156832,8.292388,11.077297,7.452957,7.213109,8.150607,8.729884
GSM1539647_treat,Tumor,8.103812,8.424839,10.695485,7.481976,7.249398,7.569777,8.875281
GSM1539648_treat,Tumor,8.033564,8.733793,10.526164,7.452763,7.312426,8.21422,8.751742
GSM1539650_treat,Tumor,7.996886,8.864116,10.733267,7.511203,7.608859,8.05069,8.618811
GSM1539656_treat,Tumor,7.655628,8.474134,11.283834,7.50375,7.366968,7.989494,8.731636
GSM1539661_treat,Tumor,7.748257,8.855333,10.968307,7.390122,7.232715,7.987011,8.837095
GSM1539662_treat,Tumor,8.422712,8.71086,10.619706,7.375243,7.284374,8.062141,8.605397
GSM1539663_treat,Tumor,7.960369,8.389113,11.10061,7.384218,7.389426,7.883034,8.739014
GSM1539665_treat,Tumor,8.211813,8.984233,10.741387,7.344722,7.321576,8.014331,8.585605
GSM1539666_treat,Tumor,7.853041,8.493765,11.135766,7.233325,7.378077,8.055338,8.813717
GSM1539673_treat,Tumor,8.042922,8.248484,11.103943,7.546295,7.194639,8.267808,8.71914
GSM1539674_treat,Tumor,7.705665,8.912112,10.546909,7.25155,7.284028,7.750346,8.865606
GSM1539675_treat,Tumor,8.354148,8.952792,10.148535,7.432847,7.286187,8.031791,8.607072
GSM1539676_treat,Tumor,8.353652,9.012768,9.680262,7.458576,7.143619,8.678047,8.589704
GSM1539678_treat,Tumor,8.210405,8.757483,10.273927,7.446409,7.271139,8.101506,8.782944
GSM1539687_treat,Tumor,7.663014,8.621915,10.977538,7.263254,7.290232,7.570659,8.821208
GSM1539689_treat,Tumor,7.678212,8.259007,11.211465,7.413636,7.393555,8.168952,8.969401
GSM1539691_treat,Tumor,8.369807,8.856991,10.222034,7.351642,7.289944,8.150607,8.433897
GSM1539692_treat,Tumor,8.116376,8.573895,10.900497,7.459299,7.313529,8.19776,8.717224
GSM1539693_treat,Tumor,8.331117,8.535192,10.749181,7.432489,7.337371,7.97893,8.53216
GSM1539697_treat,Tumor,8.191575,8.365543,10.476711,7.28792,7.532443,8.211122,8.702286
GSM1539698_treat,Tumor,8.159505,8.526289,10.889075,7.445384,7.122078,7.940383,8.679546
GSM1539701_treat,Tumor,8.092205,8.806611,10.552094,7.32851,7.249054,7.990809,8.853016
GSM1539703_treat,Tumor,7.625152,8.733079,11.053992,7.637275,7.298884,7.877158,8.803448
GSM1539705_treat,Tumor,7.687885,8.461659,10.541753,7.504709,7.313529,8.378688,8.734445
GSM1539713_treat,Tumor,8.365541,8.720412,10.860233,7.263788,7.400479,8.129904,8.597189
GSM1539717_treat,Tumor,7.684166,8.259007,10.926586,7.608543,7.363947,8.050082,8.820247
