ID	Type	CISD1	G6PD	AKR1C3	HSBP1	ALOX5	ACO1	PHKG2	PGD	GSS	STEAP3	GCLM	PEBP1	CBS	AIFM2	ALOX12	ABCC1	KEAP1	CS
GSM1539150_con	Normal	7.924507	8.451035	7.696052	8.446923	8.716047	7.56192	7.280231	10.659569	7.376176	6.701513	7.190674	8.254336	7.348798	6.754587	7.11981	6.817783	7.432591	8.797089
GSM1539151_con	Normal	8.083258	8.288389	7.573001	8.43987	8.754482	7.651955	7.173257	10.643384	7.279598	6.755647	7.29867	8.2498	7.242386	6.716979	7.055618	6.853433	7.326796	8.618204
GSM1539152_con	Normal	7.992796	8.476194	7.35358	8.494121	8.732598	7.617448	7.331881	10.46388	7.286807	6.773855	7.244517	8.118915	7.517251	6.705343	7.014964	6.791321	7.413886	8.624146
GSM1539153_con	Normal	7.843923	8.633309	7.589597	9.006137	8.975728	7.668418	7.385697	11.071314	7.406006	6.885848	7.28471	7.7152	6.831087	6.656591	7.378872	6.826024	7.35324	8.755851
GSM1539154_con	Normal	7.705353	8.785761	6.969095	8.61974	9.07323	7.416578	7.155682	11.344153	7.25729	6.779269	7.383234	7.977696	7.546035	6.644135	7.601878	6.759248	7.41344	8.519668
GSM1539155_con	Normal	8.350234	8.742011	7.436389	8.615625	8.473335	7.57116	7.754032	10.769603	7.53833	6.681682	7.296889	8.551825	7.834359	6.75571	7.160955	6.757905	7.502304	8.743702
GSM1539156_con	Normal	8.270694	8.653372	7.332031	8.248981	8.637972	7.631682	7.377986	10.728177	7.401971	6.82204	7.345862	8.865046	6.790644	6.74175	7.439949	6.815277	7.528651	8.730353
GSM1539157_con	Normal	8.090622	8.370032	8.136503	8.610359	8.646366	7.541916	7.33482	10.267391	7.48879	6.815533	7.385111	8.390296	6.921233	6.693735	7.223791	6.710447	7.407481	8.563172
GSM1539158_con	Normal	7.940901	8.603789	7.645327	8.620422	8.830095	7.721332	6.994391	10.723907	7.301255	6.769309	7.288289	7.790369	7.112755	6.86009	7.625934	6.889352	7.363465	8.847485
GSM1539159_con	Normal	8.319994	8.364338	7.875773	8.350339	8.669299	7.664433	7.05898	10.296573	7.423974	6.717195	7.301276	8.243787	7.216953	6.742	7.21675	6.798656	7.49679	8.690409
GSM1539160_con	Normal	8.59341	8.309145	7.715232	8.796365	8.690888	7.750043	7.248389	10.553095	7.270562	6.718316	7.285667	8.159745	6.815743	6.720273	7.333229	6.702173	7.398976	8.733252
GSM1539161_con	Normal	8.56193	8.180886	8.322658	8.959007	8.662543	7.315153	7.251332	10.579431	7.237409	6.709699	7.299467	8.024814	7.152655	6.70921	7.310252	6.83798	7.391873	8.436081
GSM1539162_con	Normal	8.530869	8.404099	8.322094	9.126551	8.721053	7.361007	7.328201	10.498606	7.242165	6.75149	7.141686	7.892211	6.975441	6.709102	7.390884	6.828637	7.304882	8.598186
GSM1539163_con	Normal	8.622188	8.43828	7.325352	9.336278	8.856267	7.755438	6.731529	10.530914	7.400324	6.684964	7.287042	7.763523	7.39546	6.647064	7.427676	6.902986	7.316811	8.799567
GSM1539164_con	Normal	8.594812	8.528262	8.240056	9.031042	9.036989	7.589266	7.155533	10.957142	7.405029	6.751501	7.214232	7.757302	7.144224	6.658273	6.942259	6.814383	7.192983	9.015072
GSM1539165_con	Normal	8.517731	8.370032	8.460381	8.860183	8.828062	7.55882	7.231219	10.57565	7.479313	6.809556	7.393423	7.920807	6.936109	6.7884	7.261006	6.767678	7.505843	8.697802
GSM1539166_con	Normal	8.551862	8.397733	8.789792	8.905568	8.794285	7.440006	7.293229	10.553095	7.324974	6.623382	7.32627	7.966436	6.840966	6.647133	7.306127	6.718382	7.509519	8.635971
GSM1539167_con	Normal	7.923811	8.563673	7.506525	8.592156	8.869498	7.667852	7.321762	11.037605	7.44862	6.931682	7.347075	7.967524	7.336811	6.699529	7.531745	6.745684	7.497023	8.649057
GSM1539168_con	Normal	8.217148	8.34038	8.476814	8.810248	8.610213	7.499109	7.211078	10.229941	7.34297	6.72753	7.269393	8.381566	6.796398	6.685085	7.262378	6.729131	7.364099	8.61266
GSM1539169_con	Normal	8.440599	8.39582	7.408359	9.020007	8.696519	7.681763	7.178293	10.44068	7.472974	6.731168	7.276338	8.063968	7.083042	6.746563	6.992483	6.900507	7.455889	8.730931
GSM1539170_con	Normal	8.401958	8.176324	7.934619	8.848449	8.526902	7.365172	7.134231	10.305015	7.363811	6.670447	7.465409	7.953923	7.016718	6.697668	7.238582	6.841092	7.465786	8.827596
GSM1539171_con	Normal	7.885505	8.706214	6.836623	8.379938	8.805629	7.64518	7.310652	10.942106	7.553409	6.734012	7.332552	8.200415	7.375335	6.73097	7.928871	6.823735	7.573341	8.979525
GSM1539172_con	Normal	7.997987	8.659714	7.086445	8.211603	8.922613	7.664433	7.190273	11.148797	7.275796	6.812517	7.201662	8.555562	7.567781	6.710164	7.009358	6.756418	7.354241	8.6645
GSM1539173_con	Normal	8.010799	8.363065	7.201736	8.661427	8.948348	7.62947	7.191985	10.659569	7.195811	6.769936	7.19715	8.237913	7.001961	6.784222	6.752975	6.733609	7.392755	8.610368
GSM1539174_con	Normal	8.052568	8.454445	7.130328	8.493506	9.030647	7.821737	7.274082	10.553095	7.219618	6.779363	7.137816	8.29031	7.207085	6.741247	7.655497	6.751638	7.387048	8.63648
GSM1539175_con	Normal	8.392557	8.046417	7.173354	8.492849	8.546009	7.584486	7.105455	10.14332	7.085034	6.739898	7.481893	8.465505	6.882953	6.742044	7.121361	6.804262	7.346626	8.577535
GSM1539176_con	Normal	8.104519	8.175869	7.159224	8.646627	8.693385	7.494715	7.238859	10.325973	7.381352	6.85148	7.169217	8.478883	6.728448	6.731247	7.216427	6.837424	7.465786	8.614282
GSM1539177_con	Normal	8.526204	8.128669	7.543645	8.769943	8.785025	7.702784	7.131893	10.114301	7.226296	6.850567	7.361925	8.161603	6.699407	6.772415	6.912122	6.896996	7.272979	8.623601
GSM1539178_con	Normal	8.044288	8.253296	7.649474	8.631333	8.861945	7.477868	7.456287	10.453713	7.165889	6.724493	7.267558	8.663346	6.913097	6.767388	7.224413	6.751101	7.258053	8.357902
GSM1539179_con	Normal	7.618864	8.622305	7.207015	8.510907	9.056274	7.641899	7.430499	10.827732	7.298765	6.817267	7.261285	7.9696	7.17844	6.662974	7.276778	6.808171	7.528651	8.700138
GSM1539180_con	Normal	7.820356	8.677392	6.98004	8.582898	8.888852	7.686497	7.494167	11.054571	7.511291	6.782376	7.047171	7.870376	7.496619	6.791692	7.646853	6.690341	7.435137	8.980929
GSM1539181_con	Normal	8.123333	8.526227	7.251986	8.566168	8.94233	7.594253	7.242648	10.740661	7.078706	6.703351	7.218363	8.142718	6.736892	6.6999	7.399532	6.659205	7.285161	8.469192
GSM1539182_con	Normal	8.118955	8.28558	7.348063	8.638898	8.75005	7.645738	7.186539	10.25292	7.223303	6.732063	7.148888	8.326387	7.037157	6.745685	6.963756	6.792954	7.257881	8.567271
GSM1539183_con	Normal	8.276322	8.184476	7.808849	8.639559	8.6644	7.580539	7.146249	10.447076	7.214381	6.819062	7.241484	8.591143	6.977476	6.740654	7.138129	6.802497	7.345976	8.463432
GSM1539184_con	Normal	7.949309	8.533947	6.99511	8.464322	8.628635	7.292331	7.246628	10.57565	7.263467	6.744473	7.098038	8.320766	7.582847	6.744781	7.217692	6.749749	7.467023	8.648498
GSM1539185_con	Normal	8.030566	8.614357	7.297788	8.777122	8.704652	7.612306	7.658698	10.957142	7.499953	6.664869	7.368346	7.864478	6.890705	6.743604	7.420916	6.882407	7.537794	8.783718
GSM1539331_con	Normal	8.182264	8.463901	7.103021	9.059293	8.93872	7.55258	6.8073	10.392166	7.227989	6.700584	7.410562	7.799457	7.513909	6.614029	7.193281	6.824265	7.49354	9.055325
GSM1539332_con	Normal	8.458437	8.346457	7.355558	9.349752	8.956529	7.521969	6.833509	10.609198	7.532716	6.628735	7.384183	7.369664	7.144493	6.628709	7.51324	6.78058	7.361521	8.792226
GSM1539333_con	Normal	8.438097	8.373775	7.616933	8.865352	8.682758	7.211003	7.278038	10.516291	7.194198	6.711265	7.198496	7.903698	7.057084	6.732627	7.262037	6.678109	7.387261	8.564206
GSM1539334_con	Normal	7.997177	8.647994	7.242176	8.299963	8.907547	7.668976	7.188854	11.083133	7.270361	6.787541	7.354174	8.471581	6.825401	6.738312	7.414718	6.766607	7.502048	8.726794
GSM1539335_con	Normal	7.76219	8.713862	6.928763	8.271373	8.907547	7.661855	7.371682	10.983223	7.278607	6.747185	7.221853	7.943179	7.469754	6.79289	7.50379	6.741227	7.395636	8.726199
GSM1539336_con	Normal	8.436885	8.363699	7.823149	8.80692	8.640969	7.380818	7.23275	10.127112	7.27277	6.82951	7.218363	8.333485	7.036263	6.802957	7.384912	6.682836	7.376057	8.606086
GSM1539337_con	Normal	8.034728	8.469982	7.494496	8.713662	8.719151	7.382786	7.27317	10.740661	7.406245	6.682308	7.283462	8.315841	6.961423	6.837338	7.278246	6.787286	7.646307	8.854611
GSM1539338_con	Normal	8.258545	8.425457	7.83323	8.970607	8.651876	7.371766	7.341405	10.385615	7.195265	6.772001	7.192917	8.094402	6.907479	6.696087	7.984564	6.68759	7.409073	8.522752
GSM1539339_con	Normal	8.164524	8.512916	7.948688	8.705481	8.868825	7.351372	7.16473	10.827732	7.383922	6.817223	7.206617	8.044827	7.294286	6.727363	7.271618	6.772465	7.433951	8.587584
GSM1539340_con	Normal	8.068829	8.507274	7.136783	8.760361	8.919796	7.665569	7.321171	10.624383	7.372968	6.778095	7.240471	7.877719	6.844931	6.791753	7.016073	6.811883	7.447287	8.783117
GSM1539341_con	Normal	8.346896	8.336768	8.36822	8.62582	8.758463	7.479017	7.315079	10.344457	7.160653	6.801882	7.126895	8.222111	7.449186	6.68879	7.064524	6.771327	7.299943	8.606086
GSM1539342_con	Normal	8.536168	8.173828	7.738968	8.640226	8.643994	7.428489	7.190106	9.980811	7.190917	6.750743	7.243234	8.389936	7.176901	6.790882	7.316752	6.708488	7.289625	8.58286
GSM1539343_con	Normal	8.572081	8.009121	7.712426	8.89319	8.690888	7.455177	7.292102	10.090011	7.314977	6.661889	7.143314	8.394892	7.667297	6.719671	7.287223	6.764081	7.255296	8.448317
GSM1539344_con	Normal	8.71467	8.074912	8.155516	8.60359	8.696519	7.632785	7.16998	10.232871	7.193691	6.800039	7.241193	8.771208	6.892213	6.747307	7.710557	6.773883	7.351731	8.570321
GSM1539345_con	Normal	8.452772	8.422798	8.264262	8.634734	8.611991	7.6245	7.153649	10.474121	7.233699	6.733732	7.058092	8.607504	6.827246	6.703063	7.253847	6.723322	7.418853	8.769073
GSM1539346_con	Normal	8.057583	8.613578	6.987502	8.611062	8.680926	7.628936	7.581108	10.53817	7.399077	6.811418	7.265755	8.453536	7.697283	6.740261	6.86077	6.767493	7.551854	8.775201
GSM1539347_con	Normal	8.414339	8.348859	8.216191	8.567403	8.635518	7.607418	7.101976	10.212992	7.253972	6.706891	7.064775	8.629702	6.785448	6.654138	6.993944	6.759472	7.272626	8.689312
GSM1539348_con	Normal	8.84449	8.13769	8.530155	8.851689	8.463209	7.390124	7.37231	10.111506	7.339624	6.714701	7.320537	8.389936	6.901381	6.674032	6.977125	6.716689	7.521891	8.559643
GSM1539349_con	Normal	7.952338	8.528972	7.194128	8.671733	8.899506	7.670126	7.279133	10.841481	7.358774	6.719771	7.312664	8.418596	7.35177	6.723347	7.597382	6.722089	7.58169	8.722097
GSM1539350_con	Normal	8.22675	8.721382	7.378939	8.497233	8.835516	7.380434	7.505626	10.736597	7.479577	6.729041	7.312493	8.485056	7.470704	6.713243	7.564964	6.766141	7.448474	8.580234
GSM1539351_con	Normal	8.089745	8.459216	7.253842	8.837592	9.010862	7.652561	7.192469	10.893599	7.448873	6.775176	7.174997	7.9028	7.262506	6.76205	7.320304	6.870924	7.35131	8.837214
GSM1539352_con	Normal	8.154377	8.07157	7.484643	8.846817	8.75134	7.568367	7.147411	10.353782	7.332365	6.752543	7.299142	7.869861	6.832762	6.814804	7.16575	6.733015	7.346183	8.617101
GSM1539353_con	Normal	8.2033	8.442318	7.34981	8.645971	8.848584	7.70402	7.430947	10.744907	7.4896	6.816713	7.375419	7.961512	7.284066	6.790716	7.116729	6.818675	7.442772	8.81192
GSM1539354_con	Normal	8.24551	8.486354	7.444443	8.855033	8.903846	7.732394	7.302222	10.748938	7.48523	6.711491	7.30144	7.841447	6.772264	6.74932	7.144806	6.870149	7.439775	8.769073
GSM1539355_con	Normal	8.208594	8.829107	7.286971	8.617	8.830095	7.800495	7.062583	11.329625	7.286214	6.800448	7.281454	8.170655	6.840654	6.713067	7.360704	6.812904	7.46066	8.958657
GSM1539356_con	Normal	7.988064	8.465821	7.656759	8.558966	8.789596	7.673334	7.373956	10.903587	7.546762	6.709477	7.417721	7.8512	6.972674	6.782733	7.372172	6.883869	7.514705	8.920239
GSM1539357_con	Normal	8.15761	8.459899	6.791393	8.867963	8.865433	7.558563	7.074884	10.651336	7.511831	6.65299	7.340142	7.652606	6.802436	6.731865	7.15502	6.849116	7.397384	8.793389
GSM1539358_con	Normal	8.575572	8.434232	7.69818	9.05626	8.589735	7.504214	7.294179	10.156949	7.47272	6.867207	7.312341	8.025719	7.076611	6.815605	7.25525	6.709501	7.347064	8.738988
GSM1539359_con	Normal	8.070961	8.545388	7.357967	8.748771	8.797609	7.564197	7.273261	10.800478	7.407461	6.78896	7.224277	7.947792	7.2775	6.851376	6.824605	6.762633	7.377153	8.690409
GSM1539360_con	Normal	8.018056	8.701323	7.791386	8.700353	9.016175	7.609106	7.211078	11.393906	7.343619	6.821731	7.406586	7.87581	7.062656	6.811757	6.953709	6.894462	7.489199	8.684388
GSM1539361_con	Normal	8.057161	8.500236	7.277962	8.39947	8.863344	7.744447	7.202903	10.57565	7.408936	6.896235	7.286588	8.137257	7.158391	6.822422	7.315072	6.786785	7.356595	8.843664
GSM1539362_con	Normal	8.56193	8.187594	7.457049	8.929678	8.690241	7.421848	7.237499	10.276268	7.333251	6.711896	7.107965	8.14037	7.278243	6.746933	7.010672	6.709501	7.394315	8.652357
GSM1539363_con	Normal	8.579045	8.364338	8.634632	8.68947	8.443184	7.416177	7.287852	10.116838	7.364273	6.661956	7.378271	8.141954	7.146073	6.736417	7.509505	6.724572	7.364754	8.694977
GSM1539364_con	Normal	7.914691	8.448398	7.673438	8.758803	8.880766	7.686497	7.165034	10.869951	7.372265	6.771129	7.462877	7.993532	7.102505	6.739809	7.112381	6.865112	7.482174	8.730353
GSM1539365_con	Normal	8.640404	8.478884	8.314531	9.402732	8.690241	7.437102	7.499032	10.659569	7.301255	6.756416	7.338236	7.705549	7.248808	6.748587	6.957616	6.748258	7.311199	8.370358
GSM1539366_con	Normal	8.373495	8.435565	8.492098	8.902828	8.822637	7.388358	7.325295	10.841481	7.232238	6.725639	7.215203	7.899825	7.520909	6.634908	6.967539	6.738532	7.470654	8.647372
GSM1539367_con	Normal	8.162241	8.519179	7.154329	8.831795	8.828729	7.556102	7.250145	10.691192	7.280605	6.854421	7.319194	7.886148	7.187485	6.735714	7.499255	6.667425	7.455889	8.710006
GSM1539439_con	Normal	8.454595	8.171322	7.878598	8.74996	8.670324	7.642528	7.367906	10.541753	7.535683	6.829003	7.275015	8.077569	7.109071	6.796379	7.171741	6.894768	7.544821	8.742624
GSM1539440_con	Normal	8.032111	8.470284	7.420659	9.01563	9.17081	7.551193	7.129551	11.283834	7.300424	6.73667	7.457785	7.778599	6.717019	6.696583	6.949252	6.660868	7.275657	8.446954
GSM1539441_con	Normal	7.84369	8.232997	7.547565	8.624589	8.803236	7.610489	7.422782	10.533727	7.411824	6.707877	7.234692	8.247755	7.289156	6.770674	7.039268	6.792977	7.367338	8.776556
GSM1539442_con	Normal	8.417134	8.282638	7.514529	8.869747	8.757005	7.775118	7.288633	10.34092	7.351038	6.746214	7.252584	8.096247	7.291854	6.867946	7.01235	6.81761	7.293819	8.783889
GSM1539443_con	Normal	8.190684	8.577567	6.808793	8.628099	8.590513	7.617335	7.264322	10.541753	7.134999	6.852429	7.380118	7.95278	7.007974	6.694072	7.701589	6.709995	7.358421	8.851123
GSM1539444_con	Normal	7.950343	8.609325	7.293002	8.468526	8.859517	7.540988	7.386256	10.852207	7.467048	6.809366	7.207239	7.759506	7.447335	6.815329	7.060002	6.82403	7.324204	8.730743
GSM1539445_con	Normal	7.692622	8.193431	8.04756	8.838329	8.801427	7.851673	7.347818	10.880807	7.681905	6.800503	7.300664	8.610667	7.47841	6.718934	7.338298	6.966693	7.411262	8.696931
GSM1539446_con	Normal	8.26521	8.535585	7.06787	8.313539	8.687596	7.885741	7.312803	10.646457	7.414448	6.869126	7.36717	8.553924	7.368818	6.808011	7.474152	6.804217	7.492529	8.840742
GSM1539447_con	Normal	8.658836	8.142366	8.309823	9.201932	8.43571	7.557123	7.133933	10.088443	7.260847	6.756199	7.354328	7.84345	6.903161	6.702443	6.959873	6.686289	7.317772	8.625563
GSM1539448_con	Normal	8.271846	8.481301	6.972568	8.820059	8.688354	7.582018	6.968481	10.562634	7.373644	6.709419	7.32027	7.961985	7.208955	6.717096	7.91665	6.725658	7.235758	8.696094
GSM1539449_con	Normal	8.225767	8.212142	7.145154	8.613645	8.710767	7.350336	7.224782	10.379058	7.318737	6.73652	7.334919	8.212649	7.118899	6.808094	7.857888	6.7908	7.357778	8.663649
GSM1539450_con	Normal	8.712355	8.372624	7.689068	8.901229	8.376257	7.418243	7.392512	10.744027	7.489853	6.76419	7.363947	8.253876	7.046037	6.734909	7.42946	6.850216	7.541563	8.544584
GSM1539451_con	Normal	8.37633	8.258258	7.953285	8.772838	8.546808	7.591678	7.299513	10.493916	7.350447	6.779399	7.286004	7.909871	7.151154	6.739794	7.690627	6.839006	7.552434	8.642885
GSM1539452_con	Normal	8.188037	8.496575	7.193332	8.839044	8.966606	7.596987	7.339135	10.789703	7.164353	6.75489	7.368576	8.018183	7.541648	6.714792	6.778099	6.733093	7.261709	8.63768
GSM1539453_con	Normal	8.167385	8.539412	6.947672	8.48868	8.836866	7.581321	7.467035	10.749181	7.397146	6.864871	7.332972	8.519849	7.185369	6.804722	7.623552	6.763024	7.394612	8.827715
GSM1539454_con	Normal	7.959987	8.557828	7.818433	8.464098	8.830683	7.476261	7.291407	10.565203	7.357396	6.823905	7.25223	8.135289	7.013131	6.764551	7.54581	6.775775	7.549605	8.805241
GSM1539455_con	Normal	8.161236	8.688284	7.029343	8.623934	8.966606	7.507986	7.393225	11.211465	7.369132	6.804848	7.383238	8.017567	7.011119	6.709018	7.580133	6.836805	7.429584	8.660987
GSM1539456_con	Normal	7.984754	8.544903	7.144767	8.515501	8.687596	7.79524	7.224782	11.047464	7.502845	6.847064	7.313529	8.862435	7.108613	6.672436	7.2382	6.908962	7.398318	8.898582
GSM1539457_con	Normal	7.984754	8.18594	7.059096	8.48868	8.579743	7.565822	7.136866	10.34525	7.435772	6.725586	7.387368	8.33653	7.055541	6.832398	7.420486	6.846231	7.52863	8.874374
GSM1539458_con	Normal	8.420513	8.453099	7.970456	8.703715	8.605332	7.637354	7.330231	10.53111	7.341072	6.772789	7.271305	8.403524	7.090965	6.804287	7.152978	6.722351	7.383667	8.699518
GSM1539459_con	Normal	8.153322	8.542732	6.883361	8.429146	8.739777	7.651239	7.177589	10.633088	7.44228	6.723952	7.24075	8.479869	6.600597	6.695851	7.761549	6.750482	7.276657	8.816427
GSM1539460_con	Normal	8.174966	8.537775	6.972289	8.648621	8.893929	7.613	7.283691	10.947854	7.192311	6.714605	7.070508	7.668319	7.460791	6.70944	7.637931	6.687553	7.478661	8.68389
GSM1539461_con	Normal	8.498025	8.380352	8.634433	8.788669	8.656416	7.459972	7.184401	10.419025	7.331573	6.736271	7.351802	7.844626	7.457269	6.883299	7.2304	6.773169	7.477515	8.513204
GSM1539462_con	Normal	8.132726	8.639547	7.454242	8.610824	8.896751	7.372745	7.342558	10.751882	7.145759	6.689161	7.32103	7.936029	7.554827	6.718676	7.101342	6.868596	7.306252	8.612014
GSM1539463_con	Normal	8.272372	8.39113	7.323414	8.747106	9.003109	7.667493	7.288633	10.94157	7.249965	6.821979	7.276585	8.086244	7.790278	6.767941	7.470662	6.754904	7.355615	8.631593
GSM1539464_con	Normal	7.925865	8.893603	7.339126	8.526902	8.874929	7.755706	7.168526	10.854812	7.584929	6.767173	7.194323	8.28318	7.133959	6.718934	8.056849	6.755799	7.408769	8.808873
GSM1539465_con	Normal	8.16081	8.322493	7.841928	8.859338	8.759521	7.41104	7.237789	10.450196	7.309328	6.699848	7.378497	8.219355	7.281132	6.668819	6.997478	6.787834	7.364973	8.466661
GSM1539466_con	Normal	8.156832	8.145397	7.007684	8.671903	8.451476	7.511162	6.998867	10.242228	7.365181	6.742042	7.465725	8.645494	7.210039	6.83102	7.460796	6.762452	7.562059	8.499564
GSM1539467_con	Normal	8.488151	8.161375	7.499473	8.974116	8.440809	7.396699	7.252958	10.19209	7.27824	6.786214	7.221894	8.364375	6.922409	6.709987	6.8282	6.810561	7.416521	8.62643
GSM1539468_con	Normal	8.555728	8.364014	7.657155	9.104748	8.867759	7.307285	7.451053	10.789703	7.195087	6.709933	7.492629	7.80746	7.106551	6.693093	7.24284	6.709038	7.440596	8.39033
GSM1539469_con	Normal	8.39699	8.356495	8.112678	8.696046	8.798831	7.795816	7.309818	10.278244	7.223831	6.740389	7.297057	8.447061	7.152889	6.78849	6.928056	6.735289	7.217995	8.588868
GSM1539470_con	Normal	7.888056	8.692557	6.982544	8.595163	8.934762	7.505531	7.146746	11.368436	7.068063	6.778286	7.421604	8.02863	7.324221	6.700371	7.706604	6.777839	7.36802	8.615542
GSM1539471_con	Normal	8.628396	8.325672	7.421233	8.986124	8.703251	7.531748	7.220319	10.15045	7.320451	6.670591	7.159132	8.285461	6.786052	6.689673	7.418772	6.748538	7.22088	8.466661
GSM1539472_con	Normal	8.520888	8.318446	8.107762	8.953707	8.72871	7.429975	7.110002	10.462141	7.312163	6.704127	7.321398	8.173253	7.061212	6.737259	7.361765	6.832009	7.295859	8.542291
GSM1539473_con	Normal	7.715271	8.409932	7.376741	8.624589	8.602259	7.722037	7.382698	10.771085	7.716871	6.742444	7.14479	8.452511	7.25248	6.732875	7.793019	6.923066	7.547183	8.903574
GSM1539474_con	Normal	8.342006	8.436156	7.507613	8.623263	8.772741	7.689296	7.075219	10.508601	7.282385	6.931558	7.23963	8.007346	7.721211	6.741563	7.30418	6.766446	7.322355	8.708525
GSM1539475_con	Normal	7.823511	8.813715	6.901497	8.436904	8.835037	7.728097	7.400226	10.664508	7.495113	6.712992	7.109602	8.436953	7.197332	6.743301	7.780818	6.843177	7.283539	8.767276
GSM1539476_con	Normal	7.98056	8.629579	7.079474	8.433305	8.780308	7.592469	7.216096	10.857621	7.390744	6.80009	7.342603	8.227356	7.490579	6.676144	7.588806	6.782171	7.424262	8.785713
GSM1539477_con	Normal	8.409214	7.878774	7.385446	8.695339	8.745849	7.534473	7.054117	9.850626	7.113064	6.802646	7.291587	8.318798	6.98013	6.818083	6.821383	6.825648	7.272473	8.425006
GSM1539478_con	Normal	8.172723	8.586492	7.280411	8.698818	8.907232	7.961149	7.409335	10.920878	7.538507	6.775133	7.084386	8.017567	6.911069	6.758887	7.332001	6.784526	7.433986	9.03796
GSM1539479_con	Normal	8.073535	8.782376	7.271987	8.489266	8.702463	7.666676	7.069494	10.797948	7.403687	6.702191	7.280301	8.259243	7.92798	6.705133	7.519249	6.854161	7.448357	8.716318
GSM1539480_con	Normal	8.493927	8.052015	7.4009	9.123856	8.765692	7.338873	7.385369	9.7525	7.196923	6.777025	7.172384	8.797411	7.086091	6.667149	6.719253	6.694088	7.199713	8.592217
GSM1539481_con	Normal	8.289695	8.230196	7.740668	8.348669	8.643962	7.680159	7.174483	10.397686	7.312313	6.735486	7.344552	8.565576	7.206975	6.790967	6.951063	6.806796	7.374883	8.704992
GSM1539482_con	Normal	8.649003	8.220757	7.520116	8.96002	8.59823	7.337053	7.193589	10.498635	7.179926	6.771123	7.318554	8.284719	7.242983	6.658877	7.088529	6.832787	7.367338	8.490031
GSM1539483_con	Normal	7.678212	8.664122	7.433852	8.864867	8.761289	7.629128	6.985116	10.757568	7.490409	6.742063	7.388605	7.712173	7.111446	6.68092	7.879656	6.719322	7.482455	8.746281
GSM1539484_con	Normal	7.940793	8.673125	7.62272	8.721139	9.023862	7.815839	7.579392	11.073993	7.559811	6.775156	7.231491	7.920147	6.94753	6.722953	7.61254	6.750464	7.401271	8.913341
GSM1539485_con	Normal	8.343081	8.423817	7.842518	8.66481	8.827881	7.608666	7.281151	10.852207	7.427054	6.707698	7.378497	8.432556	7.271841	6.788238	7.591875	6.699575	7.522207	8.74439
GSM1539486_con	Normal	8.525748	8.441184	8.01791	8.558588	8.636632	7.615524	7.364318	10.498635	7.4342	6.800801	7.491911	8.463225	6.913919	6.715986	7.236389	6.82799	7.477515	8.757131
GSM1539487_con	Normal	8.275853	8.373107	8.116143	8.922346	8.72871	7.705915	7.116453	10.565203	7.454165	6.871583	7.25631	7.97893	7.332565	6.745773	7.066184	6.794681	7.402166	8.510882
GSM1539488_con	Normal	7.933633	8.50875	7.382464	8.733079	8.953665	7.718981	6.90177	10.869109	7.415586	6.747151	7.229474	7.816517	7.085656	6.663256	7.441175	6.749423	7.449297	8.713689
GSM1539489_con	Normal	8.348936	8.672547	6.873882	8.634982	8.559949	7.825224	7.108252	10.513512	7.58047	6.788781	7.265612	7.710679	6.748315	6.669931	7.355351	6.775579	7.269906	8.629041
GSM1539490_con	Normal	8.204004	8.480248	7.306986	8.612271	8.675952	7.629907	7.243698	10.669528	7.411012	6.731069	7.22225	8.471644	7.233678	6.707551	7.495643	6.867043	7.481835	8.878178
GSM1539491_con	Normal	7.737521	8.610418	7.443212	8.30963	8.909126	7.732208	7.163883	10.565203	7.279361	6.788849	7.038331	8.478972	6.964107	6.684757	7.396006	6.677738	7.613359	8.874374
GSM1539492_con	Normal	8.145119	8.360284	7.613928	8.641128	8.883483	7.649193	7.447524	10.722282	7.399122	6.864358	7.318353	8.120265	6.925529	6.757292	7.027008	6.793372	7.443643	8.785713
GSM1539493_con	Normal	8.359006	8.611013	7.72713	8.951015	9.215291	7.388519	7.219778	11.582095	7.189012	6.733549	7.494351	7.661138	7.175665	6.75237	7.381885	6.725415	7.451528	8.48776
GSM1539494_con	Normal	7.847682	8.41298	8.05083	8.942275	8.996984	7.534248	7.179168	10.795144	7.418764	6.797418	7.273608	8.084931	7.485719	6.691655	7.031126	6.70182	7.438102	8.68389
GSM1539495_con	Normal	8.155564	8.092097	8.555175	9.279288	8.879613	7.349034	7.376397	10.435841	7.263638	6.808358	7.236981	7.814335	7.151655	6.7124	6.84221	6.756068	7.353314	8.575066
GSM1539496_con	Normal	8.108358	8.582563	7.451226	8.483556	8.829782	7.863826	7.427454	10.612281	7.639977	6.757034	7.091541	7.972109	7.004189	6.761649	7.675007	6.774953	7.451912	8.894722
GSM1539497_con	Normal	8.199867	8.513539	7.713346	8.952792	8.750152	7.5114	7.553052	10.866187	7.450652	6.760731	7.42419	8.145149	7.088249	6.722981	7.081624	6.75203	7.504808	8.80615
GSM1539498_con	Normal	8.542787	8.376997	7.60874	8.92146	8.710767	7.231438	7.166569	11.17488	7.412968	6.744803	7.388605	8.529581	7.024141	6.713497	7.486681	6.734853	7.495163	8.479141
GSM1539499_con	Normal	8.152914	8.524041	8.265239	8.913016	8.871398	7.60788	7.49527	10.383693	7.383429	6.839103	7.425046	8.097571	7.319739	6.758725	7.608171	6.719144	7.436967	8.602942
