ID	Type	CISD1	G6PD	AKR1C3	HSBP1	ALOX5	ACO1	PHKG2	PGD	GSS	STEAP3	GCLM	PEBP1	CBS	AIFM2	ALOX12	ABCC1	KEAP1	CS
GSM1539500_con	Normal	8.230875	8.204589	8.093722	8.558588	8.72957	7.678321	7.126804	10.536402	7.414141	6.764237	7.510071	7.846896	7.042169	6.704285	7.166521	6.828327	7.47848	8.604607
GSM1539501_con	Normal	8.257527	8.319817	8.195307	8.917203	8.841444	7.616087	7.252397	10.938304	7.268674	6.759175	7.369776	7.594827	7.827195	6.670525	7.556797	6.761217	7.447043	8.618811
GSM1539502_con	Normal	8.64508	7.894793	7.714921	8.851298	8.51236	7.375584	7.247278	9.673074	7.417881	6.689982	7.329345	8.531605	7.065974	6.781456	7.079401	6.694054	7.318075	8.453392
GSM1539503_con	Normal	8.063464	8.546011	7.387058	8.760514	8.72871	7.65727	7.142172	10.687445	7.602214	6.874487	7.297588	7.972755	6.833502	6.68817	7.167568	6.66728	7.65615	8.743502
GSM1539504_con	Normal	8.072265	8.354124	7.078997	8.545572	8.810943	7.553791	7.363474	10.643845	7.463324	6.715695	7.368	8.222848	6.914945	6.759083	7.188681	6.812105	7.368878	8.807878
GSM1539505_con	Normal	8.341449	8.30196	8.224042	8.908921	8.719402	7.476708	7.148488	10.698124	7.356236	6.721465	7.44644	8.234805	7.453377	6.78446	7.002407	6.876745	7.472979	8.585605
GSM1539506_con	Normal	7.869968	8.617838	7.386873	8.752901	8.862227	7.661887	7.337178	10.889075	7.428556	6.815364	7.393555	8.18059	7.204079	6.711783	7.356579	6.708885	7.522207	8.817404
GSM1539507_con	Normal	8.342006	8.370166	7.590564	8.861714	8.566038	7.371153	6.989223	10.664508	7.228309	6.749676	7.469353	8.111888	6.715522	6.703459	7.041185	6.674808	7.229834	8.53844
GSM1539508_con	Normal	8.579142	8.100939	7.260428	9.172821	8.471422	7.279719	7.241113	9.972643	7.418598	6.742003	7.22441	8.364375	6.924644	6.709133	6.827096	6.87023	7.356944	8.543772
GSM1539509_con	Normal	7.970369	8.346753	7.266756	8.904642	8.780308	7.596236	7.40059	10.554697	7.551364	6.825423	7.176344	8.382094	6.814481	6.733255	7.62502	6.72085	7.443643	8.864699
GSM1539510_con	Normal	7.938268	8.653743	7.313606	8.605292	8.774458	7.446061	7.331052	10.926586	7.305905	6.75647	7.382416	7.77699	6.964507	6.746897	7.693834	6.703975	7.386049	8.793309
GSM1539552_con	Normal	7.964788	8.242706	6.958751	8.509517	8.757005	7.665609	7.107792	10.479203	7.474066	6.886574	7.146238	8.344598	6.997829	6.742841	7.136072	6.769134	7.345245	8.780195
GSM1539553_con	Normal	7.914849	8.775988	7.081521	8.855333	9.130871	7.668535	7.602373	11.027909	7.51601	6.72481	7.207554	7.712173	6.884703	6.761611	7.120657	6.826098	7.479458	8.650521
GSM1539555_con	Normal	8.333693	8.051306	7.768087	8.961681	8.72957	7.30662	7.236376	10.234201	7.221437	6.900253	7.233025	8.299057	6.7676	6.773867	6.966007	6.83532	7.237055	8.332853
GSM1539569_con	Normal	8.660946	8.178584	8.440266	9.024697	8.541006	7.723385	7.338978	10.211766	7.419581	6.764415	7.331219	7.897077	6.962902	6.736173	7.092208	6.69558	7.477315	8.791345
GSM1539573_con	Normal	8.349465	8.812324	7.571438	8.512851	8.869621	7.748982	7.403073	11.171321	7.450473	6.770305	7.227699	8.073509	7.06289	6.72766	7.370699	6.783806	7.51448	8.844574
GSM1539578_con	Normal	8.544636	8.657927	7.283982	8.760514	9.075011	7.513664	7.189565	10.965315	7.159053	6.798786	7.4257	7.792343	7.05564	6.698377	7.316429	6.78718	7.393557	8.553786
GSM1539580_con	Normal	8.245515	8.669544	7.29505	8.274953	8.762149	7.566781	7.472449	10.612281	7.175625	6.774315	7.466593	8.112599	7.271841	6.741656	7.333477	6.688346	7.21567	8.563184
GSM1539585_con	Normal	8.492209	8.240574	7.936687	8.978712	8.678312	7.781739	7.165788	10.597505	7.421392	6.728331	7.358628	8.182032	7.219392	6.685988	7.404863	6.780571	7.438495	8.556195
GSM1539588_con	Normal	7.851735	8.376997	7.316352	8.637633	8.82508	7.636324	7.299828	10.602307	7.06186	6.72028	7.258202	8.083629	7.55988	6.683957	7.550655	6.87066	7.456845	8.714526
GSM1539595_con	Normal	8.583405	8.099595	8.717489	9.266912	8.627058	7.235459	7.393225	10.070786	7.358503	6.781803	7.304287	8.244785	7.084471	6.708251	6.618603	6.755896	7.167635	8.316221
GSM1539596_con	Normal	7.863494	8.127642	7.862402	8.581134	8.790907	7.515506	7.03682	10.288842	7.074529	6.754095	7.313354	8.184302	7.214219	6.681181	7.181629	6.743944	7.197285	8.468912
GSM1539597_con	Normal	8.886742	8.444309	7.979133	8.679696	8.33414	7.550192	7.259732	10.099382	7.275206	6.742112	7.45043	8.415737	7.338955	6.853564	7.131453	6.832653	7.516145	8.470389
GSM1539600_con	Normal	8.240241	8.368727	7.309217	8.658942	8.744078	7.643301	7.216366	10.452591	7.411337	6.826067	7.304478	7.9165	6.876288	6.801891	7.804995	6.76689	7.489506	8.678696
GSM1539601_con	Normal	8.061454	8.613847	8.075356	9.116811	8.767526	7.560236	7.485825	10.825477	7.513684	6.814119	7.26203	7.80746	6.995123	6.766829	7.232861	6.702506	7.510704	8.553786
GSM1539603_con	Normal	7.870313	8.411442	7.724415	8.892079	8.840568	7.352172	7.364318	10.757568	7.389	6.729034	7.2878	7.772066	7.166739	6.689183	7.356764	6.709088	7.432483	8.509328
GSM1539605_con	Normal	8.243577	8.569441	7.83264	8.48424	8.80501	7.79291	7.460474	10.757568	7.70584	6.906499	7.173293	8.035081	7.115896	6.702748	7.650927	6.81761	7.615865	8.948908
GSM1539607_con	Normal	8.013518	8.175164	7.113381	8.454207	8.671851	7.661887	7.216782	10.474261	7.393557	6.838628	7.497194	8.201523	6.767697	6.857734	7.06406	6.793462	7.493133	8.756268
GSM1539615_con	Normal	7.453069	8.633127	7.142188	8.920618	8.930014	7.47415	7.747241	11.264297	7.467434	6.754052	7.168002	7.617645	7.192634	6.798719	8.067572	6.718018	7.677305	8.728955
GSM1539617_con	Normal	8.348391	8.493983	8.350201	8.554113	8.613309	7.635292	7.334927	10.565203	7.423554	6.719432	7.535701	8.163259	7.15152	6.770615	7.121495	6.695505	7.481835	8.804335
GSM1539621_con	Normal	7.94667	8.453632	7.400153	8.620527	8.850366	7.682285	7.271828	10.872215	7.357616	6.747131	7.207395	7.991454	7.022462	6.742198	7.071685	6.728963	7.364121	8.602942
GSM1539649_con	Normal	8.037061	8.432551	7.530041	8.760514	8.694742	7.622983	7.422188	10.516129	7.340313	6.70715	7.349629	8.014943	7.030782	6.772028	7.256431	6.783749	7.383491	8.731636
GSM1539651_con	Normal	8.081608	8.425811	7.408981	9.014676	8.850366	7.492769	7.171106	10.746687	7.301399	6.729228	7.395278	8.338129	7.269936	6.771254	7.292737	6.767191	7.372845	8.633318
GSM1539652_con	Normal	8.089731	8.579221	7.474736	8.995036	8.81182	7.537232	7.161976	11.139056	7.518168	6.801636	7.357665	8.131231	7.373858	6.863096	7.40287	6.854212	7.287719	8.828637
GSM1539653_con	Normal	7.996886	8.822541	7.463245	8.748554	8.95566	7.698494	7.100767	11.11777	7.342887	6.801927	7.219765	8.049425	7.416379	6.662777	7.311933	6.77888	7.554413	8.787551
GSM1539655_con	Normal	8.049484	8.480766	7.435198	9.072038	8.946657	7.459737	7.068176	10.98365	7.40059	6.711023	7.3284	7.814877	7.204752	6.795849	7.262456	6.796897	7.332817	8.702286
GSM1539664_con	Normal	7.93578	8.711074	7.834168	8.656815	9.014166	7.684131	7.487642	10.94502	7.373337	6.738176	7.210893	8.084931	7.367959	6.763162	7.27806	6.683493	7.502099	8.781138
GSM1539668_con	Normal	8.061454	8.487714	7.508466	8.520566	8.798021	7.615027	7.366024	10.609807	7.332874	6.656723	7.132934	8.377003	7.065453	6.731246	7.714257	6.735668	7.543729	8.775628
GSM1539670_con	Normal	8.222441	8.259127	8.219448	8.939606	8.685838	7.531748	7.172155	10.390722	7.254478	6.747967	7.191462	7.957145	6.748997	6.768016	7.197618	6.756261	7.447233	8.575066
