id	GSM1539186_treat	GSM1539187_treat	GSM1539188_treat	GSM1539189_treat	GSM1539190_treat	GSM1539191_treat	GSM1539192_treat	GSM1539193_treat	GSM1539194_treat	GSM1539195_treat	GSM1539196_treat	GSM1539197_treat	GSM1539198_treat	GSM1539199_treat	GSM1539200_treat	GSM1539201_treat	GSM1539202_treat	GSM1539203_treat	GSM1539204_treat	GSM1539205_treat	GSM1539206_treat	GSM1539207_treat	GSM1539208_treat	GSM1539209_treat	GSM1539210_treat	GSM1539211_treat	GSM1539212_treat	GSM1539213_treat	GSM1539214_treat	GSM1539215_treat	GSM1539216_treat	GSM1539217_treat	GSM1539218_treat	GSM1539219_treat	GSM1539220_treat	GSM1539221_treat	GSM1539222_treat	GSM1539223_treat	GSM1539224_treat	GSM1539225_treat	GSM1539226_treat	GSM1539227_treat	GSM1539228_treat	GSM1539229_treat	GSM1539230_treat	GSM1539231_treat	GSM1539232_treat	GSM1539233_treat	GSM1539234_treat	GSM1539235_treat	GSM1539236_treat	GSM1539237_treat	GSM1539238_treat	GSM1539239_treat	GSM1539240_treat	GSM1539241_treat	GSM1539242_treat	GSM1539243_treat	GSM1539244_treat	GSM1539245_treat	GSM1539246_treat	GSM1539247_treat	GSM1539248_treat	GSM1539249_treat	GSM1539250_treat	GSM1539251_treat	GSM1539252_treat	GSM1539253_treat	GSM1539254_treat	GSM1539255_treat	GSM1539256_treat	GSM1539257_treat	GSM1539258_treat	GSM1539259_treat	GSM1539260_treat	GSM1539261_treat	GSM1539262_treat	GSM1539263_treat	GSM1539264_treat	GSM1539265_treat	GSM1539266_treat	GSM1539267_treat	GSM1539268_treat	GSM1539269_treat	GSM1539270_treat	GSM1539271_treat	GSM1539272_treat	GSM1539273_treat	GSM1539274_treat	GSM1539275_treat	GSM1539276_treat	GSM1539277_treat	GSM1539278_treat	GSM1539279_treat	GSM1539280_treat	GSM1539281_treat	GSM1539282_treat	GSM1539283_treat	GSM1539284_treat	GSM1539285_treat	GSM1539286_treat	GSM1539287_treat	GSM1539288_treat	GSM1539289_treat	GSM1539290_treat	GSM1539291_treat	GSM1539292_treat	GSM1539293_treat	GSM1539294_treat	GSM1539295_treat	GSM1539296_treat	GSM1539297_treat	GSM1539298_treat	GSM1539299_treat	GSM1539300_treat	GSM1539301_treat	GSM1539302_treat	GSM1539303_treat	GSM1539304_treat	GSM1539305_treat	GSM1539306_treat	GSM1539307_treat	GSM1539308_treat	GSM1539309_treat	GSM1539310_treat	GSM1539311_treat	GSM1539312_treat	GSM1539313_treat	GSM1539314_treat	GSM1539315_treat	GSM1539316_treat	GSM1539317_treat	GSM1539318_treat	GSM1539319_treat	GSM1539320_treat	GSM1539321_treat	GSM1539322_treat	GSM1539323_treat	GSM1539324_treat	GSM1539325_treat	GSM1539326_treat	GSM1539327_treat	GSM1539328_treat	GSM1539329_treat	GSM1539330_treat	GSM1539080_treat	GSM1539081_treat	GSM1539082_treat	GSM1539083_treat	GSM1539084_treat	GSM1539085_treat	GSM1539086_treat	GSM1539087_treat	GSM1539088_treat	GSM1539089_treat	GSM1539090_treat	GSM1539091_treat	GSM1539092_treat	GSM1539093_treat	GSM1539094_treat	GSM1539095_treat	GSM1539096_treat	GSM1539097_treat	GSM1539098_treat	GSM1539099_treat	GSM1539100_treat	GSM1539101_treat	GSM1539102_treat	GSM1539103_treat	GSM1539104_treat	GSM1539105_treat	GSM1539106_treat	GSM1539107_treat	GSM1539108_treat	GSM1539109_treat	GSM1539110_treat	GSM1539111_treat	GSM1539112_treat	GSM1539113_treat	GSM1539114_treat	GSM1539115_treat	GSM1539116_treat	GSM1539117_treat	GSM1539118_treat	GSM1539368_treat	GSM1539369_treat	GSM1539370_treat	GSM1539371_treat	GSM1539372_treat	GSM1539373_treat	GSM1539374_treat	GSM1539375_treat	GSM1539376_treat	GSM1539377_treat	GSM1539378_treat	GSM1539379_treat	GSM1539380_treat	GSM1539381_treat	GSM1539382_treat	GSM1539383_treat	GSM1539384_treat	GSM1539385_treat	GSM1539386_treat	GSM1539387_treat	GSM1539388_treat	GSM1539389_treat	GSM1539390_treat	GSM1539391_treat	GSM1539392_treat	GSM1539393_treat	GSM1539394_treat	GSM1539395_treat	GSM1539396_treat	GSM1539397_treat	GSM1539398_treat	GSM1539399_treat	GSM1539400_treat	GSM1539401_treat	GSM1539402_treat	GSM1539403_treat	GSM1539404_treat	GSM1539405_treat	GSM1539406_treat	GSM1539407_treat	GSM1539408_treat	GSM1539511_treat	GSM1539512_treat	GSM1539513_treat	GSM1539514_treat	GSM1539515_treat	GSM1539516_treat	GSM1539517_treat	GSM1539518_treat	GSM1539519_treat	GSM1539520_treat	GSM1539521_treat	GSM1539522_treat	GSM1539523_treat	GSM1539524_treat	GSM1539525_treat	GSM1539526_treat	GSM1539527_treat	GSM1539528_treat	GSM1539529_treat	GSM1539530_treat	GSM1539531_treat	GSM1539532_treat	GSM1539533_treat	GSM1539534_treat	GSM1539535_treat	GSM1539536_treat	GSM1539537_treat	GSM1539538_treat	GSM1539539_treat	GSM1539540_treat	GSM1539541_treat	GSM1539542_treat	GSM1539543_treat	GSM1539544_treat	GSM1539545_treat	GSM1539546_treat	GSM1539547_treat	GSM1539548_treat	GSM1539549_treat	GSM1539550_treat	GSM1539554_treat	GSM1539560_treat	GSM1539562_treat	GSM1539563_treat	GSM1539570_treat	GSM1539571_treat	GSM1539575_treat	GSM1539576_treat	GSM1539577_treat	GSM1539579_treat	GSM1539581_treat	GSM1539582_treat	GSM1539583_treat	GSM1539586_treat	GSM1539587_treat	GSM1539589_treat	GSM1539593_treat	GSM1539599_treat	GSM1539604_treat	GSM1539606_treat	GSM1539613_treat	GSM1539616_treat	GSM1539619_treat	GSM1539623_treat	GSM1539624_treat	GSM1539626_treat	GSM1539627_treat	GSM1539629_treat	GSM1539630_treat	GSM1539632_treat	GSM1539634_treat	GSM1539637_treat	GSM1539641_treat	GSM1539643_treat	GSM1539644_treat	GSM1539646_treat	GSM1539647_treat	GSM1539648_treat	GSM1539650_treat	GSM1539656_treat	GSM1539661_treat	GSM1539662_treat	GSM1539663_treat	GSM1539665_treat	GSM1539666_treat	GSM1539673_treat	GSM1539674_treat	GSM1539675_treat	GSM1539676_treat	GSM1539678_treat	GSM1539687_treat	GSM1539689_treat	GSM1539691_treat	GSM1539692_treat	GSM1539693_treat	GSM1539697_treat	GSM1539698_treat	GSM1539701_treat	GSM1539703_treat	GSM1539705_treat	GSM1539713_treat	GSM1539717_treat	GSM1539718_treat	GSM1539719_treat	GSM1539720_treat	GSM1539721_treat	GSM1539722_treat	GSM1539723_treat	GSM1539727_treat	GSM1539728_treat	GSM1539729_treat	GSM1539732_treat	GSM1539733_treat	GSM1539736_treat	GSM1539737_treat	GSM1539739_treat	GSM1539742_treat	GSM1539743_treat	GSM1539746_treat	GSM1539747_treat	GSM1539748_treat	GSM1539749_treat	GSM1539751_treat	GSM1539752_treat	GSM1539763_treat	GSM1539765_treat	GSM1539766_treat	GSM1539767_treat	GSM1539768_treat	GSM1539769_treat	GSM1539773_treat	GSM1539777_treat	GSM1539778_treat	GSM1539780_treat	GSM1539783_treat	GSM1539785_treat	GSM1539787_treat	GSM1539788_treat	GSM1539794_treat	GSM1539660_treat	GSM1539695_treat	GSM1539750_treat	GSM1539409_treat	GSM1539410_treat	GSM1539411_treat	GSM1539412_treat	GSM1539413_treat	GSM1539414_treat	GSM1539415_treat	GSM1539416_treat	GSM1539417_treat	GSM1539418_treat	GSM1539419_treat	GSM1539420_treat	GSM1539421_treat	GSM1539422_treat	GSM1539423_treat	GSM1539424_treat	GSM1539425_treat	GSM1539426_treat	GSM1539427_treat	GSM1539428_treat	GSM1539429_treat	GSM1539430_treat	GSM1539431_treat	GSM1539432_treat	GSM1539433_treat	GSM1539434_treat	GSM1539435_treat	GSM1539436_treat	GSM1539437_treat	GSM1539438_treat	GSM1539551_treat	GSM1539556_treat	GSM1539557_treat	GSM1539558_treat	GSM1539559_treat	GSM1539561_treat	GSM1539564_treat	GSM1539565_treat	GSM1539566_treat	GSM1539567_treat	GSM1539568_treat	GSM1539572_treat	GSM1539574_treat	GSM1539584_treat	GSM1539590_treat	GSM1539591_treat	GSM1539592_treat	GSM1539594_treat	GSM1539598_treat	GSM1539602_treat	GSM1539608_treat	GSM1539609_treat	GSM1539610_treat	GSM1539611_treat	GSM1539612_treat	GSM1539614_treat	GSM1539618_treat	GSM1539620_treat	GSM1539622_treat	GSM1539625_treat	GSM1539628_treat	GSM1539631_treat	GSM1539633_treat	GSM1539635_treat	GSM1539636_treat	GSM1539638_treat	GSM1539639_treat	GSM1539640_treat	GSM1539642_treat	GSM1539645_treat	GSM1539654_treat	GSM1539657_treat	GSM1539658_treat	GSM1539659_treat	GSM1539669_treat	GSM1539672_treat	GSM1539680_treat	GSM1539681_treat	GSM1539682_treat	GSM1539683_treat	GSM1539684_treat	GSM1539690_treat	GSM1539700_treat	GSM1539708_treat	GSM1539724_treat	GSM1539725_treat	GSM1539726_treat	GSM1539730_treat	GSM1539734_treat	GSM1539735_treat	GSM1539741_treat	GSM1539744_treat	GSM1539753_treat	GSM1539755_treat	GSM1539756_treat	GSM1539760_treat	GSM1539761_treat	GSM1539771_treat	GSM1539772_treat	GSM1539774_treat	GSM1539776_treat	GSM1539782_treat	GSM1539784_treat	GSM1539786_treat	GSM1539789_treat	GSM1539790_treat	GSM1539791_treat	GSM1539792_treat	GSM1539793_treat	GSM1539688_treat
G6PD	8.536036	8.891787	8.538892	8.718907	8.718907	8.475499	8.635718	8.810121	8.33973	8.480228	8.500932	8.623099	8.583454	8.116293	8.680654	8.856356	8.732363	8.692962	8.747107	8.592413	8.356963	8.417623	8.527574	8.407216	8.527574	8.457193	8.328881	8.422139	8.543266	8.237937	8.014529	8.493944	8.306233	8.122379	8.616731	8.525535	8.596841	7.889747	8.887756	8.538892	8.02435	8.536036	8.51781	8.637946	8.502307	8.845935	8.78136	8.539617	8.637946	8.50302	8.490509	8.737618	8.336153	8.723838	8.591686	8.713023	8.603789	8.413128	8.860221	8.100575	8.608969	8.509344	8.192852	8.104964	8.596841	8.732363	8.521362	8.306233	8.337362	7.767754	7.982233	8.999294	8.608969	8.33973	8.484242	8.494646	8.319838	8.593169	8.799205	8.053842	8.550403	8.145839	8.426128	8.91482	8.304419	8.536036	8.290086	8.543266	8.43828	8.58272	8.825525	8.042208	8.763678	8.387691	8.589401	8.487702	8.247806	8.138209	8.512214	8.447011	8.528262	8.403502	8.51993	7.858707	8.241292	8.728096	8.777748	8.59999	8.204544	8.643398	8.438976	8.830903	8.638709	8.727219	8.373775	8.364986	8.36241	8.430782	8.744541	8.753219	8.718024	8.659714	8.144813	8.185018	8.608196	8.066294	8.516469	8.712171	8.502307	8.490509	8.510772	8.711272	8.95645	8.818294	8.543266	8.809184	8.592413	8.728096	8.099137	8.407216	8.688909	8.309668	8.71634	9.044032	8.699675	8.67899	8.580445	8.482883	8.645703	8.831833	8.637946	8.648742	8.711272	8.425457	8.420244	8.607418	8.425457	8.427441	8.376265	8.54393	8.658112	8.644914	8.294684	8.474092	8.522789	8.884806	8.091425	8.653372	8.438976	8.625451	8.493287	8.666081	8.651037	8.649514	8.691325	8.607418	8.33973	8.282772	7.99006	8.926649	8.682366	8.711272	8.661323	8.31557	8.510772	8.56	8.346457	8.833676	8.666854	8.774142	8.462615	8.587928	8.631804	8.706214	8.491906	8.465188	8.741146	8.290633	8.934781	8.776858	8.418933	8.3939	8.562195	8.801078	8.805643	8.027111	8.531073	8.831833	8.71634	8.873284	9.129384	8.132671	8.775927	8.61985	8.551868	8.512214	8.657357	8.442318	8.22812	8.7947	8.202401	8.467217	8.375023	8.613578	8.621454	8.661668	8.022817	8.676218	8.441747	8.842551	8.243162	8.397042	8.716715	8.868435	8.653743	8.587602	8.670185	8.605242	8.700898	8.634827	8.618413	8.127642	8.637234	8.577567	8.643747	8.511455	7.977753	8.537775	8.359763	8.416941	8.989253	8.647191	8.470284	8.702828	8.899467	8.745356	8.267552	8.537254	8.068622	8.848937	8.736712	8.511982	8.662858	8.498689	8.55892	8.440182	8.356036	8.788295	8.956216	8.430931	8.123125	8.36594	8.631969	8.176738	8.670185	8.351828	8.737322	8.198912	8.557234	8.442302	8.601733	8.733597	8.738543	8.219924	8.808309	8.070277	8.422338	8.922943	8.556711	8.610418	8.58365	8.588711	7.862757	8.617259	7.932886	8.627278	8.083605	7.962403	8.74039	8.333884	8.859412	8.557234	8.297531	8.342617	8.828758	8.339363	8.218271	8.726598	8.507195	8.760767	8.757575	8.426317	8.418816	8.034589	8.281329	8.904491	8.864862	8.361727	8.535585	8.580864	8.488733	8.465597	8.4776	8.94472	8.429423	8.311636	8.625452	8.598356	8.739789	8.753081	8.738543	8.929622	8.329303	8.725319	8.156329	8.189515	8.65913	8.626654	8.381752	8.193431	9.11919	8.448364	8.19069	8.28087	8.509283	8.639547	8.856532	8.603486	8.237207	8.786875	8.77205	8.055794	8.635977	8.39113	8.48607	8.327945	8.647795	8.620181	8.45258	8.344025	8.775988	8.445305	8.002632	8.514648	8.184402	8.55892	8.109499	8.519624	8.791555	8.375995	8.662268	8.700898	8.519081	8.406426	8.699615	8.232997	8.052691	8.906721	8.510895	8.559477	8.520633	8.470764	8.427864	8.636579	7.975834	8.788987	8.360284	8.544903	8.753081	8.275665	8.664691	8.574118	8.597773	8.422868	8.755029	8.162517	8.813715	8.667774	8.513539	8.518505	8.324731	8.594338	8.418324	8.700898	8.736712	8.39653	8.553862	8.120164	8.383228	9.143072	8.667116	8.925773	8.61904	8.784892	8.454638	8.135312	8.799774	8.357935	8.29269	8.52621	8.543255	8.502476	8.624897	8.290942	8.674964	8.262417	8.439747	8.380352	8.396039	8.624897	8.294884	8.530584	8.741653	8.317939	8.350008	8.337516	8.681698	8.393577	8.414996	8.681698	8.843254	8.261991	8.58476	8.668341	8.580864	8.696127	8.806954	8.379885	8.483415	8.50875	8.891442	8.441747	8.469748	8.7805	8.433031	8.737974	8.430931	8.554367	8.538316	8.634827	8.607594	8.590921	8.546011	8.633127	8.490787	8.753081	8.55836	8.124969	8.943173	8.670185	8.303894	8.567895	8.497083	8.178211	9.082215	8.553346	8.355563
AKR1C3	7.898289	7.058218	7.027915	7.071707	7.179557	7.496221	7.874622	7.400131	7.401148	7.741259	7.759311	7.161901	7.686044	7.327857	7.26852	7.117384	7.270095	7.392827	7.355758	8.066726	7.398882	7.305951	7.361192	7.318068	7.741259	7.391982	8.290609	7.176286	7.348848	8.036328	7.568325	7.499742	7.368447	7.909727	7.827563	7.633045	7.355148	7.800713	7.323845	7.287671	8.219248	7.269394	7.282535	8.223384	7.773564	7.473732	7.151047	8.184624	7.524369	7.315371	7.503515	7.273616	7.487807	7.342248	7.720692	7.674032	7.386346	7.56995	7.026763	8.292274	7.774235	7.139224	7.614325	7.574646	7.550286	7.271858	6.995661	7.802137	7.781722	8.38532	8.028493	6.91931	6.953037	7.437552	7.466392	7.614603	7.169268	7.83842	7.083611	7.396419	8.268145	7.701904	7.474921	7.261536	7.283786	7.450893	7.263662	7.393457	7.713348	7.479778	7.060521	7.731784	7.027915	6.881071	6.982281	7.586355	7.480722	7.525412	7.586624	7.543913	7.053744	7.293047	7.502265	7.833975	7.418175	7.146054	7.451115	7.44007	7.408783	7.401994	7.429474	7.276232	7.159077	7.433714	7.234002	7.62337	7.316013	6.910287	7.823863	7.183317	7.221753	7.08994	7.417725	7.941454	7.907023	8.053199	7.591311	7.283087	7.722301	7.380987	7.544175	7.23481	6.926844	7.483109	7.277289	7.067749	7.280954	7.455177	7.32195	6.787137	8.081159	7.20281	6.967843	7.044605	6.898034	7.024929	7.737963	7.455627	7.083	6.740428	7.535852	7.534839	6.906679	7.16738	7.446281	7.106804	7.656759	7.156227	7.566978	7.384877	7.550009	7.305951	7.380776	7.736634	6.83725	7.3816	7.698798	7.006739	8.158996	7.261719	7.688891	7.293408	7.353375	7.455177	7.149765	7.156945	7.417725	7.69281	7.667336	7.101516	7.318068	6.942225	7.305759	7.343237	7.480261	7.331085	7.390479	7.255361	7.097463	7.690705	7.314529	7.271324	7.526952	7.629876	7.416616	7.684147	7.603598	7.26315	7.144074	7.118812	7.513664	7.295419	7.292522	7.373734	7.178806	7.585507	7.538219	7.287133	7.522562	6.931225	6.801135	7.9818	7.481191	7.596623	7.565905	7.572725	7.088256	7.113705	8.011259	7.268003	7.645894	7.287841	7.488502	7.32086	7.465204	7.137191	7.387438	7.423762	7.492459	6.680112	7.985909	8.163517	7.689848	7.187697	7.327688	7.084082	7.245356	7.101785	7.094624	7.698759	6.895339	7.749667	7.584452	7.11647	7.415433	7.522772	8.361291	7.289844	8.035457	7.330676	7.06011	7.336259	7.715741	6.850911	7.117479	7.097686	8.031294	7.179452	8.177092	7.382973	7.306505	7.165315	7.770815	7.024939	7.635406	7.570253	7.810016	7.034316	7.21863	7.406201	8.367079	6.9538	7.581702	7.812375	6.823316	7.934454	7.521014	7.530255	7.236204	7.348727	7.199515	7.381563	7.299784	8.114217	7.310357	7.580779	7.80793	6.998382	7.299307	7.279008	6.844259	7.755544	7.52742	7.202607	7.312439	7.837447	7.737405	8.457953	7.28621	7.807034	7.477855	7.405424	7.432089	7.441847	7.501798	7.079941	7.847024	7.189955	7.585152	7.270405	7.004642	7.381563	7.613928	7.259522	7.553023	7.602775	7.182467	7.511065	7.325859	7.574451	7.396819	7.245968	7.34121	7.474138	7.39942	7.543204	7.493717	7.301788	6.990833	7.04047	7.152582	6.713553	8.037247	7.99633	7.888499	7.457264	7.814136	7.152851	7.456665	7.141053	7.086529	6.74333	8.118802	7.804116	7.669245	7.136795	7.412836	7.253317	7.529148	7.239818	7.261193	7.861519	6.80997	7.52189	8.21139	7.806738	7.861814	6.881972	7.370083	7.493498	6.82564	8.332127	7.711165	7.355516	7.817022	7.454034	8.046449	7.163714	7.188966	7.692541	7.242173	7.107073	7.461173	7.475967	7.624275	7.232863	8.055142	7.193985	7.016182	7.340528	6.865002	7.800805	7.455026	7.185745	7.898616	7.583307	7.770815	7.43894	7.359032	7.158326	7.507834	7.625153	7.040261	7.428412	6.935727	7.496036	7.403165	7.001449	7.268404	7.325859	8.476755	7.314084	8.167915	7.336415	7.035581	7.157666	7.361656	7.921236	7.509544	7.029959	7.078206	6.983773	7.330495	7.508466	7.555955	7.804972	7.590564	7.751326	7.961089	7.939901	7.510642	7.736497	6.928643	8.263913	7.864253	7.640678	7.569048	7.266603	7.650361	7.471029	8.171509	7.407282	7.422009	7.916486	7.511276	7.643703	7.474946	7.477028	7.488216	7.391084	6.603715	8.344493	7.483365	7.223846	7.612947	7.922188	6.836626	8.573675	7.991922	7.225431	7.801529	7.820222	7.462626	6.8676	7.494993	7.494542	7.11033	8.134575	7.785106	7.11919	7.242024	7.987624	7.358321	7.520224	7.747917	6.910272	7.732314	8.015113	6.951043	7.337532	7.748202	7.035048	7.706031	8.251644	6.874567	7.046442	7.586079
HSBP1	9.004259	8.386088	8.545412	8.403313	8.738001	8.919022	8.815922	8.705481	8.460935	8.680196	8.812613	8.575774	8.657821	8.850119	8.394944	8.770781	8.516544	8.912	8.230203	8.435834	8.974383	8.693763	8.729631	8.529057	8.698159	8.750337	8.914675	8.720492	8.573237	8.722818	8.964741	8.89073	8.769943	9.018982	8.784318	9.018006	8.79886	9.025062	8.825893	8.850119	9.294434	8.680921	8.830911	8.708411	8.981931	8.606928	8.673829	8.596109	8.355488	9.082148	8.953426	8.837592	8.651401	8.591471	8.525836	8.49162	8.532774	8.624427	8.326228	9.164827	8.67745	8.518298	8.903763	8.931465	8.43987	8.635476	8.378916	8.535838	8.594797	8.661427	8.837592	8.741006	8.448674	8.672442	8.428318	8.338749	8.520785	8.602243	8.53522	9.074746	8.681665	9.337438	9.022007	8.703309	8.938638	8.853388	8.761169	8.949724	8.765101	8.889856	8.649972	8.548037	8.515294	8.510907	8.406148	8.808578	8.685915	9.13854	8.811014	8.575774	8.926097	8.759616	8.807727	8.733435	8.51773	8.345607	8.529706	8.514679	8.863514	8.328949	8.501581	8.596771	8.644542	8.655648	8.663689	8.547373	8.451511	8.237264	8.403912	8.438707	8.718258	8.442248	8.628584	8.54098	8.200652	9.026955	8.624427	8.738748	8.765944	8.671056	8.855033	8.643822	8.661427	8.80202	8.613014	8.157462	8.502167	8.549286	8.714449	8.606279	8.510907	8.463186	8.185223	8.546059	8.429506	8.274352	9.137537	8.551209	8.452092	8.265054	8.517153	8.406681	8.820929	8.509017	8.737227	8.736499	8.548677	8.634064	8.923426	8.68947	8.801238	8.436978	8.680196	8.778687	8.619047	8.329973	8.530942	8.191953	8.459141	8.35757	8.420367	8.625118	8.637515	8.472095	8.829297	8.490391	8.609664	8.695987	8.690164	8.761169	8.615625	8.37136	8.610359	9.028997	8.537789	8.518298	8.846007	8.636146	8.330554	8.511548	8.640226	8.611716	8.702554	8.314131	8.641618	8.313126	8.533412	8.288091	8.328949	8.307479	8.945105	8.809409	8.556375	8.684522	8.867963	9.126551	8.728795	8.698921	8.632676	8.841725	8.555716	9.198117	8.626513	8.571991	8.734981	8.506486	8.61769	8.38162	8.975354	8.508413	8.925236	8.552507	8.840961	8.412862	8.698159	8.498781	8.756732	8.894549	8.679073	8.476637	8.484881	8.232924	8.397425	8.318058	8.337777	8.467887	8.541099	8.539751	8.673343	8.500802	8.357498	8.546853	8.517403	8.811309	8.779467	8.57655	9.191071	8.631517	8.841385	8.893778	8.429764	9.157825	8.612271	8.460693	8.408107	8.158571	8.327665	8.429146	9.176092	8.699539	8.55086	8.651318	8.517403	8.641791	8.601186	8.743526	9.043778	8.650689	8.429764	8.762055	9.066285	8.454841	8.918042	8.732242	8.289129	8.616355	8.643876	8.76913	8.983291	8.415365	8.617068	8.484881	8.564515	8.928443	8.732242	8.978712	8.427302	8.110842	8.745648	9.0838	8.747106	8.8905	8.625288	8.496244	8.835964	8.496847	8.968816	8.796519	8.644503	8.530705	8.292388	8.424839	8.733793	8.864116	8.474134	8.855333	8.71086	8.389113	8.984233	8.493765	8.248484	8.912112	8.952792	9.012768	8.757483	8.621915	8.259007	8.856991	8.573895	8.535192	8.365543	8.526289	8.806611	8.733079	8.461659	8.720412	8.259007	8.867305	8.588497	8.404526	8.506335	8.250628	8.815238	8.643876	8.857747	8.813725	8.853642	8.813725	8.897105	8.57186	8.507566	8.32941	8.783321	8.51357	8.704375	8.96081	8.442925	8.347476	9.02376	8.231352	8.409331	8.848754	8.376082	8.579808	8.641128	8.990448	8.854454	8.712347	8.767543	8.571214	8.363812	8.790189	8.918042	8.931869	8.812115	8.674776	8.787162	8.259531	8.262052	8.532026	8.400291	8.737601	8.668338	8.469783	8.455428	8.600523	8.861714	8.140453	8.601186	8.368989	9.070207	9.060429	8.548869	8.797318	8.454207	8.477845	8.719729	8.471011	8.320275	8.897898	8.554761	8.746425	8.446014	8.892079	8.414208	8.811309	8.674049	8.439848	8.880602	8.510896	8.55086	8.622598	8.805847	8.522426	8.774334	8.302934	8.734503	8.940525	8.631517	8.243259	8.489266	8.499428	8.794128	8.563849	8.866549	8.632204	8.685952	8.913873	8.664038	9.05637	8.800423	8.509517	8.474134	8.511554	8.983291	9.026562	8.872308	9.035175	8.619161	8.464098	8.867305	8.523065	8.532026	8.973206	8.790189	9.095902	8.517403	8.693205	8.614374	8.468526	8.409331	9.092935	8.421903	8.813725	8.501433	8.685264	8.784875	8.778747	9.012768	8.61294	8.581134	8.858525	8.799653	8.578503	8.758245	8.839847	8.902907	8.868108	8.260023	8.610053	8.651318	8.876396	8.553438	8.835153	8.995036	8.732242	8.313539	9.068159	8.80898	8.544913	8.380202	8.335474	8.845344	8.816018	8.293464	8.570497	8.975931
